"Sample ID","Input","Input Type","Protocol Name","Output","Output Type"
"MBSMPL0020-15-1293","3106297 (Assay)","Assay","data transformation","3106297 (OTU)","data item"
"MBSMPL0020-15-1293","3106297 (Extract)","DNA extract","dna sequencing","3106297 (Assay)","Assay"
"MBSMPL0020-15-1293","MBSMPL0020-15-1293","sample from organism","dna extraction","3106297 (Extract)","DNA extract"
"MBSMPL0020-15-1294","3106300 (Assay)","Assay","data transformation","3106300 (OTU)","data item"
"MBSMPL0020-15-1294","3106300 (Extract)","DNA extract","dna sequencing","3106300 (Assay)","Assay"
"MBSMPL0020-15-1294","MBSMPL0020-15-1294","sample from organism","dna extraction","3106300 (Extract)","DNA extract"
"MBSMPL0020-15-1295","3106328 (Assay)","Assay","data transformation","3106328 (OTU)","data item"
"MBSMPL0020-15-1295","3106328 (Extract)","DNA extract","dna sequencing","3106328 (Assay)","Assay"
"MBSMPL0020-15-1295","MBSMPL0020-15-1295","sample from organism","dna extraction","3106328 (Extract)","DNA extract"
"MBSMPL0020-15-1296","3106329 (Assay)","Assay","data transformation","3106329 (OTU)","data item"
"MBSMPL0020-15-1296","3106329 (Extract)","DNA extract","dna sequencing","3106329 (Assay)","Assay"
"MBSMPL0020-15-1296","MBSMPL0020-15-1296","sample from organism","dna extraction","3106329 (Extract)","DNA extract"
"MBSMPL0020-15-1297","3106330 (Assay)","Assay","data transformation","3106330 (OTU)","data item"
"MBSMPL0020-15-1297","3106330 (Extract)","DNA extract","dna sequencing","3106330 (Assay)","Assay"
"MBSMPL0020-15-1297","MBSMPL0020-15-1297","sample from organism","dna extraction","3106330 (Extract)","DNA extract"
"MBSMPL0020-15-1298","3106331 (Assay)","Assay","data transformation","3106331 (OTU)","data item"
"MBSMPL0020-15-1298","3106331 (Extract)","DNA extract","dna sequencing","3106331 (Assay)","Assay"
"MBSMPL0020-15-1298","MBSMPL0020-15-1298","sample from organism","dna extraction","3106331 (Extract)","DNA extract"
"MBSMPL0020-15-1299","3106345 (Assay)","Assay","data transformation","3106345 (OTU)","data item"
"MBSMPL0020-15-1299","3106345 (Extract)","DNA extract","dna sequencing","3106345 (Assay)","Assay"
"MBSMPL0020-15-1299","MBSMPL0020-15-1299","sample from organism","dna extraction","3106345 (Extract)","DNA extract"
"MBSMPL0020-15-13","3000059 (Assay)","Assay","data transformation","3000059 (OTU)","data item"
"MBSMPL0020-15-13","3000059 (Extract)","DNA extract","dna sequencing","3000059 (Assay)","Assay"
"MBSMPL0020-15-13","MBSMPL0020-15-13","sample from organism","dna extraction","3000059 (Extract)","DNA extract"
"MBSMPL0020-15-130","3100181 (Assay)","Assay","data transformation","3100181 (OTU)","data item"
"MBSMPL0020-15-130","3100181 (Extract)","DNA extract","dna sequencing","3100181 (Assay)","Assay"
"MBSMPL0020-15-130","MBSMPL0020-15-130","sample from organism","dna extraction","3100181 (Extract)","DNA extract"
"MBSMPL0020-15-1300","3106346 (Assay)","Assay","data transformation","3106346 (OTU)","data item"
"MBSMPL0020-15-1300","3106346 (Extract)","DNA extract","dna sequencing","3106346 (Assay)","Assay"
"MBSMPL0020-15-1300","MBSMPL0020-15-1300","sample from organism","dna extraction","3106346 (Extract)","DNA extract"
"MBSMPL0020-15-1301","3106349 (Assay)","Assay","data transformation","3106349 (OTU)","data item"
"MBSMPL0020-15-1301","3106349 (Extract)","DNA extract","dna sequencing","3106349 (Assay)","Assay"
"MBSMPL0020-15-1301","MBSMPL0020-15-1301","sample from organism","dna extraction","3106349 (Extract)","DNA extract"
"MBSMPL0020-15-1302","3106350 (Assay)","Assay","data transformation","3106350 (OTU)","data item"
"MBSMPL0020-15-1302","3106350 (Extract)","DNA extract","dna sequencing","3106350 (Assay)","Assay"
"MBSMPL0020-15-1302","MBSMPL0020-15-1302","sample from organism","dna extraction","3106350 (Extract)","DNA extract"
"MBSMPL0020-15-1303","3106376 (Assay)","Assay","data transformation","3106376 (OTU)","data item"
"MBSMPL0020-15-1303","3106376 (Extract)","DNA extract","dna sequencing","3106376 (Assay)","Assay"
"MBSMPL0020-15-1303","MBSMPL0020-15-1303","sample from organism","dna extraction","3106376 (Extract)","DNA extract"
"MBSMPL0020-15-1304","3106377 (Assay)","Assay","data transformation","3106377 (OTU)","data item"
"MBSMPL0020-15-1304","3106377 (Extract)","DNA extract","dna sequencing","3106377 (Assay)","Assay"
"MBSMPL0020-15-1304","MBSMPL0020-15-1304","sample from organism","dna extraction","3106377 (Extract)","DNA extract"
"MBSMPL0020-15-1305","3106378 (Assay)","Assay","data transformation","3106378 (OTU)","data item"
"MBSMPL0020-15-1305","3106378 (Extract)","DNA extract","dna sequencing","3106378 (Assay)","Assay"
"MBSMPL0020-15-1305","MBSMPL0020-15-1305","sample from organism","dna extraction","3106378 (Extract)","DNA extract"
"MBSMPL0020-15-1306","3106380 (Assay)","Assay","data transformation","3106380 (OTU)","data item"
"MBSMPL0020-15-1306","3106380 (Extract)","DNA extract","dna sequencing","3106380 (Assay)","Assay"
"MBSMPL0020-15-1306","MBSMPL0020-15-1306","sample from organism","dna extraction","3106380 (Extract)","DNA extract"
"MBSMPL0020-15-1307","3106382 (Assay)","Assay","data transformation","3106382 (OTU)","data item"
"MBSMPL0020-15-1307","3106382 (Extract)","DNA extract","dna sequencing","3106382 (Assay)","Assay"
"MBSMPL0020-15-1307","MBSMPL0020-15-1307","sample from organism","dna extraction","3106382 (Extract)","DNA extract"
"MBSMPL0020-15-1308","3106383 (Assay)","Assay","data transformation","3106383 (OTU)","data item"
"MBSMPL0020-15-1308","3106383 (Extract)","DNA extract","dna sequencing","3106383 (Assay)","Assay"
"MBSMPL0020-15-1308","MBSMPL0020-15-1308","sample from organism","dna extraction","3106383 (Extract)","DNA extract"
"MBSMPL0020-15-1309","3106384 (Assay)","Assay","data transformation","3106384 (OTU)","data item"
"MBSMPL0020-15-1309","3106384 (Extract)","DNA extract","dna sequencing","3106384 (Assay)","Assay"
"MBSMPL0020-15-1309","MBSMPL0020-15-1309","sample from organism","dna extraction","3106384 (Extract)","DNA extract"
"MBSMPL0020-15-131","3100182 (Assay)","Assay","data transformation","3100182 (OTU)","data item"
"MBSMPL0020-15-131","3100182 (Extract)","DNA extract","dna sequencing","3100182 (Assay)","Assay"
"MBSMPL0020-15-131","MBSMPL0020-15-131","sample from organism","dna extraction","3100182 (Extract)","DNA extract"
"MBSMPL0020-15-1310","3106385 (Assay)","Assay","data transformation","3106385 (OTU)","data item"
"MBSMPL0020-15-1310","3106385 (Extract)","DNA extract","dna sequencing","3106385 (Assay)","Assay"
"MBSMPL0020-15-1310","MBSMPL0020-15-1310","sample from organism","dna extraction","3106385 (Extract)","DNA extract"
"MBSMPL0020-15-1311","3106386 (Assay)","Assay","data transformation","3106386 (OTU)","data item"
"MBSMPL0020-15-1311","3106386 (Extract)","DNA extract","dna sequencing","3106386 (Assay)","Assay"
"MBSMPL0020-15-1311","MBSMPL0020-15-1311","sample from organism","dna extraction","3106386 (Extract)","DNA extract"
"MBSMPL0020-15-1312","3106453 (Assay)","Assay","data transformation","3106453 (OTU)","data item"
"MBSMPL0020-15-1312","3106453 (Extract)","DNA extract","dna sequencing","3106453 (Assay)","Assay"
"MBSMPL0020-15-1312","MBSMPL0020-15-1312","sample from organism","dna extraction","3106453 (Extract)","DNA extract"
"MBSMPL0020-15-1313","3106454 (Assay)","Assay","data transformation","3106454 (OTU)","data item"
"MBSMPL0020-15-1313","3106454 (Extract)","DNA extract","dna sequencing","3106454 (Assay)","Assay"
"MBSMPL0020-15-1313","MBSMPL0020-15-1313","sample from organism","dna extraction","3106454 (Extract)","DNA extract"
"MBSMPL0020-15-1314","3106489 (Assay)","Assay","data transformation","3106489 (OTU)","data item"
"MBSMPL0020-15-1314","3106489 (Extract)","DNA extract","dna sequencing","3106489 (Assay)","Assay"
"MBSMPL0020-15-1314","MBSMPL0020-15-1314","sample from organism","dna extraction","3106489 (Extract)","DNA extract"
"MBSMPL0020-15-1315","3106497 (Assay)","Assay","data transformation","3106497 (OTU)","data item"
"MBSMPL0020-15-1315","3106497 (Extract)","DNA extract","dna sequencing","3106497 (Assay)","Assay"
"MBSMPL0020-15-1315","MBSMPL0020-15-1315","sample from organism","dna extraction","3106497 (Extract)","DNA extract"
"MBSMPL0020-15-1316","3106572 (Assay)","Assay","data transformation","3106572 (OTU)","data item"
"MBSMPL0020-15-1316","3106572 (Extract)","DNA extract","dna sequencing","3106572 (Assay)","Assay"
"MBSMPL0020-15-1316","MBSMPL0020-15-1316","sample from organism","dna extraction","3106572 (Extract)","DNA extract"
"MBSMPL0020-15-1317","3106595 (Assay)","Assay","data transformation","3106595 (OTU)","data item"
"MBSMPL0020-15-1317","3106595 (Extract)","DNA extract","dna sequencing","3106595 (Assay)","Assay"
"MBSMPL0020-15-1317","MBSMPL0020-15-1317","sample from organism","dna extraction","3106595 (Extract)","DNA extract"
"MBSMPL0020-15-1319","3106651 (Assay)","Assay","data transformation","3106651 (OTU)","data item"
"MBSMPL0020-15-1319","3106651 (Extract)","DNA extract","dna sequencing","3106651 (Assay)","Assay"
"MBSMPL0020-15-1319","MBSMPL0020-15-1319","sample from organism","dna extraction","3106651 (Extract)","DNA extract"
"MBSMPL0020-15-132","3100183 (Assay)","Assay","data transformation","3100183 (OTU)","data item"
"MBSMPL0020-15-132","3100183 (Extract)","DNA extract","dna sequencing","3100183 (Assay)","Assay"
"MBSMPL0020-15-132","MBSMPL0020-15-132","sample from organism","dna extraction","3100183 (Extract)","DNA extract"
"MBSMPL0020-15-1321","3106676 (Assay)","Assay","data transformation","3106676 (OTU)","data item"
"MBSMPL0020-15-1321","3106676 (Extract)","DNA extract","dna sequencing","3106676 (Assay)","Assay"
"MBSMPL0020-15-1321","MBSMPL0020-15-1321","sample from organism","dna extraction","3106676 (Extract)","DNA extract"
"MBSMPL0020-15-1322","3107211 (Assay)","Assay","data transformation","3107211 (OTU)","data item"
"MBSMPL0020-15-1322","3107211 (Extract)","DNA extract","dna sequencing","3107211 (Assay)","Assay"
"MBSMPL0020-15-1322","MBSMPL0020-15-1322","sample from organism","dna extraction","3107211 (Extract)","DNA extract"
"MBSMPL0020-15-1323","3107214 (Assay)","Assay","data transformation","3107214 (OTU)","data item"
"MBSMPL0020-15-1323","3107214 (Extract)","DNA extract","dna sequencing","3107214 (Assay)","Assay"
"MBSMPL0020-15-1323","MBSMPL0020-15-1323","sample from organism","dna extraction","3107214 (Extract)","DNA extract"
"MBSMPL0020-15-1324","3107215 (Assay)","Assay","data transformation","3107215 (OTU)","data item"
"MBSMPL0020-15-1324","3107215 (Extract)","DNA extract","dna sequencing","3107215 (Assay)","Assay"
"MBSMPL0020-15-1324","MBSMPL0020-15-1324","sample from organism","dna extraction","3107215 (Extract)","DNA extract"
"MBSMPL0020-15-1325","3107216 (Assay)","Assay","data transformation","3107216 (OTU)","data item"
"MBSMPL0020-15-1325","3107216 (Extract)","DNA extract","dna sequencing","3107216 (Assay)","Assay"
"MBSMPL0020-15-1325","MBSMPL0020-15-1325","sample from organism","dna extraction","3107216 (Extract)","DNA extract"
"MBSMPL0020-15-1326","3107217 (Assay)","Assay","data transformation","3107217 (OTU)","data item"
"MBSMPL0020-15-1326","3107217 (Extract)","DNA extract","dna sequencing","3107217 (Assay)","Assay"
"MBSMPL0020-15-1326","MBSMPL0020-15-1326","sample from organism","dna extraction","3107217 (Extract)","DNA extract"
"MBSMPL0020-15-1328","3107219 (Assay)","Assay","data transformation","3107219 (OTU)","data item"
"MBSMPL0020-15-1328","3107219 (Extract)","DNA extract","dna sequencing","3107219 (Assay)","Assay"
"MBSMPL0020-15-1328","MBSMPL0020-15-1328","sample from organism","dna extraction","3107219 (Extract)","DNA extract"
"MBSMPL0020-15-1329","3107220 (Assay)","Assay","data transformation","3107220 (OTU)","data item"
"MBSMPL0020-15-1329","3107220 (Extract)","DNA extract","dna sequencing","3107220 (Assay)","Assay"
"MBSMPL0020-15-1329","MBSMPL0020-15-1329","sample from organism","dna extraction","3107220 (Extract)","DNA extract"
"MBSMPL0020-15-133","3100184 (Assay)","Assay","data transformation","3100184 (OTU)","data item"
"MBSMPL0020-15-133","3100184 (Extract)","DNA extract","dna sequencing","3100184 (Assay)","Assay"
"MBSMPL0020-15-133","MBSMPL0020-15-133","sample from organism","dna extraction","3100184 (Extract)","DNA extract"
"MBSMPL0020-15-1330","3107221 (Assay)","Assay","data transformation","3107221 (OTU)","data item"
"MBSMPL0020-15-1330","3107221 (Extract)","DNA extract","dna sequencing","3107221 (Assay)","Assay"
"MBSMPL0020-15-1330","MBSMPL0020-15-1330","sample from organism","dna extraction","3107221 (Extract)","DNA extract"
"MBSMPL0020-15-1331","3107222 (Assay)","Assay","data transformation","3107222 (OTU)","data item"
"MBSMPL0020-15-1331","3107222 (Extract)","DNA extract","dna sequencing","3107222 (Assay)","Assay"
"MBSMPL0020-15-1331","MBSMPL0020-15-1331","sample from organism","dna extraction","3107222 (Extract)","DNA extract"
"MBSMPL0020-15-1332","3107228 (Assay)","Assay","data transformation","3107228 (OTU)","data item"
"MBSMPL0020-15-1332","3107228 (Extract)","DNA extract","dna sequencing","3107228 (Assay)","Assay"
"MBSMPL0020-15-1332","MBSMPL0020-15-1332","sample from organism","dna extraction","3107228 (Extract)","DNA extract"
"MBSMPL0020-15-1333","3107237 (Assay)","Assay","data transformation","3107237 (OTU)","data item"
"MBSMPL0020-15-1333","3107237 (Extract)","DNA extract","dna sequencing","3107237 (Assay)","Assay"
"MBSMPL0020-15-1333","MBSMPL0020-15-1333","sample from organism","dna extraction","3107237 (Extract)","DNA extract"
"MBSMPL0020-15-1334","3107238 (Assay)","Assay","data transformation","3107238 (OTU)","data item"
"MBSMPL0020-15-1334","3107238 (Extract)","DNA extract","dna sequencing","3107238 (Assay)","Assay"
"MBSMPL0020-15-1334","MBSMPL0020-15-1334","sample from organism","dna extraction","3107238 (Extract)","DNA extract"
"MBSMPL0020-15-1335","3107239 (Assay)","Assay","data transformation","3107239 (OTU)","data item"
"MBSMPL0020-15-1335","3107239 (Extract)","DNA extract","dna sequencing","3107239 (Assay)","Assay"
"MBSMPL0020-15-1335","MBSMPL0020-15-1335","sample from organism","dna extraction","3107239 (Extract)","DNA extract"
"MBSMPL0020-15-1336","3107240 (Assay)","Assay","data transformation","3107240 (OTU)","data item"
"MBSMPL0020-15-1336","3107240 (Extract)","DNA extract","dna sequencing","3107240 (Assay)","Assay"
"MBSMPL0020-15-1336","MBSMPL0020-15-1336","sample from organism","dna extraction","3107240 (Extract)","DNA extract"
"MBSMPL0020-15-1337","3107241 (Assay)","Assay","data transformation","3107241 (OTU)","data item"
"MBSMPL0020-15-1337","3107241 (Extract)","DNA extract","dna sequencing","3107241 (Assay)","Assay"
"MBSMPL0020-15-1337","MBSMPL0020-15-1337","sample from organism","dna extraction","3107241 (Extract)","DNA extract"
"MBSMPL0020-15-1338","3107242 (Assay)","Assay","data transformation","3107242 (OTU)","data item"
"MBSMPL0020-15-1338","3107242 (Extract)","DNA extract","dna sequencing","3107242 (Assay)","Assay"
"MBSMPL0020-15-1338","MBSMPL0020-15-1338","sample from organism","dna extraction","3107242 (Extract)","DNA extract"
"MBSMPL0020-15-1339","3107253 (Assay)","Assay","data transformation","3107253 (OTU)","data item"
"MBSMPL0020-15-1339","3107253 (Extract)","DNA extract","dna sequencing","3107253 (Assay)","Assay"
"MBSMPL0020-15-1339","MBSMPL0020-15-1339","sample from organism","dna extraction","3107253 (Extract)","DNA extract"
"MBSMPL0020-15-134","3100185 (Assay)","Assay","data transformation","3100185 (OTU)","data item"
"MBSMPL0020-15-134","3100185 (Extract)","DNA extract","dna sequencing","3100185 (Assay)","Assay"
"MBSMPL0020-15-134","MBSMPL0020-15-134","sample from organism","dna extraction","3100185 (Extract)","DNA extract"
"MBSMPL0020-15-1340","3107254 (Assay)","Assay","data transformation","3107254 (OTU)","data item"
"MBSMPL0020-15-1340","3107254 (Extract)","DNA extract","dna sequencing","3107254 (Assay)","Assay"
"MBSMPL0020-15-1340","MBSMPL0020-15-1340","sample from organism","dna extraction","3107254 (Extract)","DNA extract"
"MBSMPL0020-15-1341","3107255 (Assay)","Assay","data transformation","3107255 (OTU)","data item"
"MBSMPL0020-15-1341","3107255 (Extract)","DNA extract","dna sequencing","3107255 (Assay)","Assay"
"MBSMPL0020-15-1341","MBSMPL0020-15-1341","sample from organism","dna extraction","3107255 (Extract)","DNA extract"
"MBSMPL0020-15-1342","3107256 (Assay)","Assay","data transformation","3107256 (OTU)","data item"
"MBSMPL0020-15-1342","3107256 (Extract)","DNA extract","dna sequencing","3107256 (Assay)","Assay"
"MBSMPL0020-15-1342","MBSMPL0020-15-1342","sample from organism","dna extraction","3107256 (Extract)","DNA extract"
"MBSMPL0020-15-1343","3107267 (Assay)","Assay","data transformation","3107267 (OTU)","data item"
"MBSMPL0020-15-1343","3107267 (Extract)","DNA extract","dna sequencing","3107267 (Assay)","Assay"
"MBSMPL0020-15-1343","MBSMPL0020-15-1343","sample from organism","dna extraction","3107267 (Extract)","DNA extract"
"MBSMPL0020-15-1344","3107268 (Assay)","Assay","data transformation","3107268 (OTU)","data item"
"MBSMPL0020-15-1344","3107268 (Extract)","DNA extract","dna sequencing","3107268 (Assay)","Assay"
"MBSMPL0020-15-1344","MBSMPL0020-15-1344","sample from organism","dna extraction","3107268 (Extract)","DNA extract"
"MBSMPL0020-15-1345","3107274 (Assay)","Assay","data transformation","3107274 (OTU)","data item"
"MBSMPL0020-15-1345","3107274 (Extract)","DNA extract","dna sequencing","3107274 (Assay)","Assay"
"MBSMPL0020-15-1345","MBSMPL0020-15-1345","sample from organism","dna extraction","3107274 (Extract)","DNA extract"
"MBSMPL0020-15-1346","3107277 (Assay)","Assay","data transformation","3107277 (OTU)","data item"
"MBSMPL0020-15-1346","3107277 (Extract)","DNA extract","dna sequencing","3107277 (Assay)","Assay"
"MBSMPL0020-15-1346","MBSMPL0020-15-1346","sample from organism","dna extraction","3107277 (Extract)","DNA extract"
"MBSMPL0020-15-1347","3107280 (Assay)","Assay","data transformation","3107280 (OTU)","data item"
"MBSMPL0020-15-1347","3107280 (Extract)","DNA extract","dna sequencing","3107280 (Assay)","Assay"
"MBSMPL0020-15-1347","MBSMPL0020-15-1347","sample from organism","dna extraction","3107280 (Extract)","DNA extract"
"MBSMPL0020-15-135","3100186 (Assay)","Assay","data transformation","3100186 (OTU)","data item"
"MBSMPL0020-15-135","3100186 (Extract)","DNA extract","dna sequencing","3100186 (Assay)","Assay"
"MBSMPL0020-15-135","MBSMPL0020-15-135","sample from organism","dna extraction","3100186 (Extract)","DNA extract"
"MBSMPL0020-15-1350","3107305 (Assay)","Assay","data transformation","3107305 (OTU)","data item"
"MBSMPL0020-15-1350","3107305 (Extract)","DNA extract","dna sequencing","3107305 (Assay)","Assay"
"MBSMPL0020-15-1350","MBSMPL0020-15-1350","sample from organism","dna extraction","3107305 (Extract)","DNA extract"
"MBSMPL0020-15-1351","3107306 (Assay)","Assay","data transformation","3107306 (OTU)","data item"
"MBSMPL0020-15-1351","3107306 (Extract)","DNA extract","dna sequencing","3107306 (Assay)","Assay"
"MBSMPL0020-15-1351","MBSMPL0020-15-1351","sample from organism","dna extraction","3107306 (Extract)","DNA extract"
"MBSMPL0020-15-1353","3107313 (Assay)","Assay","data transformation","3107313 (OTU)","data item"
"MBSMPL0020-15-1353","3107313 (Extract)","DNA extract","dna sequencing","3107313 (Assay)","Assay"
"MBSMPL0020-15-1353","MBSMPL0020-15-1353","sample from organism","dna extraction","3107313 (Extract)","DNA extract"
"MBSMPL0020-15-1354","3107324 (Assay)","Assay","data transformation","3107324 (OTU)","data item"
"MBSMPL0020-15-1354","3107324 (Extract)","DNA extract","dna sequencing","3107324 (Assay)","Assay"
"MBSMPL0020-15-1354","MBSMPL0020-15-1354","sample from organism","dna extraction","3107324 (Extract)","DNA extract"
"MBSMPL0020-15-1355","3107325 (Assay)","Assay","data transformation","3107325 (OTU)","data item"
"MBSMPL0020-15-1355","3107325 (Extract)","DNA extract","dna sequencing","3107325 (Assay)","Assay"
"MBSMPL0020-15-1355","MBSMPL0020-15-1355","sample from organism","dna extraction","3107325 (Extract)","DNA extract"
"MBSMPL0020-15-1356","3107333 (Assay)","Assay","data transformation","3107333 (OTU)","data item"
"MBSMPL0020-15-1356","3107333 (Extract)","DNA extract","dna sequencing","3107333 (Assay)","Assay"
"MBSMPL0020-15-1356","MBSMPL0020-15-1356","sample from organism","dna extraction","3107333 (Extract)","DNA extract"
"MBSMPL0020-15-1357","3107334 (Assay)","Assay","data transformation","3107334 (OTU)","data item"
"MBSMPL0020-15-1357","3107334 (Extract)","DNA extract","dna sequencing","3107334 (Assay)","Assay"
"MBSMPL0020-15-1357","MBSMPL0020-15-1357","sample from organism","dna extraction","3107334 (Extract)","DNA extract"
"MBSMPL0020-15-1358","3107335 (Assay)","Assay","data transformation","3107335 (OTU)","data item"
"MBSMPL0020-15-1358","3107335 (Extract)","DNA extract","dna sequencing","3107335 (Assay)","Assay"
"MBSMPL0020-15-1358","MBSMPL0020-15-1358","sample from organism","dna extraction","3107335 (Extract)","DNA extract"
"MBSMPL0020-15-1359","3107336 (Assay)","Assay","data transformation","3107336 (OTU)","data item"
"MBSMPL0020-15-1359","3107336 (Extract)","DNA extract","dna sequencing","3107336 (Assay)","Assay"
"MBSMPL0020-15-1359","MBSMPL0020-15-1359","sample from organism","dna extraction","3107336 (Extract)","DNA extract"
"MBSMPL0020-15-136","3100187 (Assay)","Assay","data transformation","3100187 (OTU)","data item"
"MBSMPL0020-15-136","3100187 (Extract)","DNA extract","dna sequencing","3100187 (Assay)","Assay"
"MBSMPL0020-15-136","MBSMPL0020-15-136","sample from organism","dna extraction","3100187 (Extract)","DNA extract"
"MBSMPL0020-15-1360","3107337 (Assay)","Assay","data transformation","3107337 (OTU)","data item"
"MBSMPL0020-15-1360","3107337 (Extract)","DNA extract","dna sequencing","3107337 (Assay)","Assay"
"MBSMPL0020-15-1360","MBSMPL0020-15-1360","sample from organism","dna extraction","3107337 (Extract)","DNA extract"
"MBSMPL0020-15-1361","3107340 (Assay)","Assay","data transformation","3107340 (OTU)","data item"
"MBSMPL0020-15-1361","3107340 (Extract)","DNA extract","dna sequencing","3107340 (Assay)","Assay"
"MBSMPL0020-15-1361","MBSMPL0020-15-1361","sample from organism","dna extraction","3107340 (Extract)","DNA extract"
"MBSMPL0020-15-1362","3107341 (Assay)","Assay","data transformation","3107341 (OTU)","data item"
"MBSMPL0020-15-1362","3107341 (Extract)","DNA extract","dna sequencing","3107341 (Assay)","Assay"
"MBSMPL0020-15-1362","MBSMPL0020-15-1362","sample from organism","dna extraction","3107341 (Extract)","DNA extract"
"MBSMPL0020-15-1363","3107345 (Assay)","Assay","data transformation","3107345 (OTU)","data item"
"MBSMPL0020-15-1363","3107345 (Extract)","DNA extract","dna sequencing","3107345 (Assay)","Assay"
"MBSMPL0020-15-1363","MBSMPL0020-15-1363","sample from organism","dna extraction","3107345 (Extract)","DNA extract"
"MBSMPL0020-15-1364","3107346 (Assay)","Assay","data transformation","3107346 (OTU)","data item"
"MBSMPL0020-15-1364","3107346 (Extract)","DNA extract","dna sequencing","3107346 (Assay)","Assay"
"MBSMPL0020-15-1364","MBSMPL0020-15-1364","sample from organism","dna extraction","3107346 (Extract)","DNA extract"
"MBSMPL0020-15-1365","3107347 (Assay)","Assay","data transformation","3107347 (OTU)","data item"
"MBSMPL0020-15-1365","3107347 (Extract)","DNA extract","dna sequencing","3107347 (Assay)","Assay"
"MBSMPL0020-15-1365","MBSMPL0020-15-1365","sample from organism","dna extraction","3107347 (Extract)","DNA extract"
"MBSMPL0020-15-1366","3107348 (Assay)","Assay","data transformation","3107348 (OTU)","data item"
"MBSMPL0020-15-1366","3107348 (Extract)","DNA extract","dna sequencing","3107348 (Assay)","Assay"
"MBSMPL0020-15-1366","MBSMPL0020-15-1366","sample from organism","dna extraction","3107348 (Extract)","DNA extract"
"MBSMPL0020-15-1367","3107349 (Assay)","Assay","data transformation","3107349 (OTU)","data item"
"MBSMPL0020-15-1367","3107349 (Extract)","DNA extract","dna sequencing","3107349 (Assay)","Assay"
"MBSMPL0020-15-1367","MBSMPL0020-15-1367","sample from organism","dna extraction","3107349 (Extract)","DNA extract"
"MBSMPL0020-15-1368","3107352 (Assay)","Assay","data transformation","3107352 (OTU)","data item"
"MBSMPL0020-15-1368","3107352 (Extract)","DNA extract","dna sequencing","3107352 (Assay)","Assay"
"MBSMPL0020-15-1368","MBSMPL0020-15-1368","sample from organism","dna extraction","3107352 (Extract)","DNA extract"
"MBSMPL0020-15-1369","3107356 (Assay)","Assay","data transformation","3107356 (OTU)","data item"
"MBSMPL0020-15-1369","3107356 (Extract)","DNA extract","dna sequencing","3107356 (Assay)","Assay"
"MBSMPL0020-15-1369","MBSMPL0020-15-1369","sample from organism","dna extraction","3107356 (Extract)","DNA extract"
"MBSMPL0020-15-137","3100188 (Assay)","Assay","data transformation","3100188 (OTU)","data item"
"MBSMPL0020-15-137","3100188 (Extract)","DNA extract","dna sequencing","3100188 (Assay)","Assay"
"MBSMPL0020-15-137","MBSMPL0020-15-137","sample from organism","dna extraction","3100188 (Extract)","DNA extract"
"MBSMPL0020-15-1371","3107360 (Assay)","Assay","data transformation","3107360 (OTU)","data item"
"MBSMPL0020-15-1371","3107360 (Extract)","DNA extract","dna sequencing","3107360 (Assay)","Assay"
"MBSMPL0020-15-1371","MBSMPL0020-15-1371","sample from organism","dna extraction","3107360 (Extract)","DNA extract"
"MBSMPL0020-15-1372","3107361 (Assay)","Assay","data transformation","3107361 (OTU)","data item"
"MBSMPL0020-15-1372","3107361 (Extract)","DNA extract","dna sequencing","3107361 (Assay)","Assay"
"MBSMPL0020-15-1372","MBSMPL0020-15-1372","sample from organism","dna extraction","3107361 (Extract)","DNA extract"
"MBSMPL0020-15-1373","3107362 (Assay)","Assay","data transformation","3107362 (OTU)","data item"
"MBSMPL0020-15-1373","3107362 (Extract)","DNA extract","dna sequencing","3107362 (Assay)","Assay"
"MBSMPL0020-15-1373","MBSMPL0020-15-1373","sample from organism","dna extraction","3107362 (Extract)","DNA extract"
"MBSMPL0020-15-1374","3107372 (Assay)","Assay","data transformation","3107372 (OTU)","data item"
"MBSMPL0020-15-1374","3107372 (Extract)","DNA extract","dna sequencing","3107372 (Assay)","Assay"
"MBSMPL0020-15-1374","MBSMPL0020-15-1374","sample from organism","dna extraction","3107372 (Extract)","DNA extract"
"MBSMPL0020-15-1375","3107373 (Assay)","Assay","data transformation","3107373 (OTU)","data item"
"MBSMPL0020-15-1375","3107373 (Extract)","DNA extract","dna sequencing","3107373 (Assay)","Assay"
"MBSMPL0020-15-1375","MBSMPL0020-15-1375","sample from organism","dna extraction","3107373 (Extract)","DNA extract"
"MBSMPL0020-15-1376","3107374 (Assay)","Assay","data transformation","3107374 (OTU)","data item"
"MBSMPL0020-15-1376","3107374 (Extract)","DNA extract","dna sequencing","3107374 (Assay)","Assay"
"MBSMPL0020-15-1376","MBSMPL0020-15-1376","sample from organism","dna extraction","3107374 (Extract)","DNA extract"
"MBSMPL0020-15-1377","3107375 (Assay)","Assay","data transformation","3107375 (OTU)","data item"
"MBSMPL0020-15-1377","3107375 (Extract)","DNA extract","dna sequencing","3107375 (Assay)","Assay"
"MBSMPL0020-15-1377","MBSMPL0020-15-1377","sample from organism","dna extraction","3107375 (Extract)","DNA extract"
"MBSMPL0020-15-1378","3107376 (Assay)","Assay","data transformation","3107376 (OTU)","data item"
"MBSMPL0020-15-1378","3107376 (Extract)","DNA extract","dna sequencing","3107376 (Assay)","Assay"
"MBSMPL0020-15-1378","MBSMPL0020-15-1378","sample from organism","dna extraction","3107376 (Extract)","DNA extract"
