"Sample ID","Input","Input Type","Protocol Name","Output","Output Type"
"MBSMPL0020-15-3069","3116403 (Assay)","Assay","data transformation","3116403 (OTU)","data item"
"MBSMPL0020-15-3069","3116403 (Extract)","DNA extract","dna sequencing","3116403 (Assay)","Assay"
"MBSMPL0020-15-3069","MBSMPL0020-15-3069","sample from organism","dna extraction","3116403 (Extract)","DNA extract"
"MBSMPL0020-15-307","3100395 (Assay)","Assay","data transformation","3100395 (OTU)","data item"
"MBSMPL0020-15-307","3100395 (Extract)","DNA extract","dna sequencing","3100395 (Assay)","Assay"
"MBSMPL0020-15-307","MBSMPL0020-15-307","sample from organism","dna extraction","3100395 (Extract)","DNA extract"
"MBSMPL0020-15-3070","3116404 (Assay)","Assay","data transformation","3116404 (OTU)","data item"
"MBSMPL0020-15-3070","3116404 (Extract)","DNA extract","dna sequencing","3116404 (Assay)","Assay"
"MBSMPL0020-15-3070","MBSMPL0020-15-3070","sample from organism","dna extraction","3116404 (Extract)","DNA extract"
"MBSMPL0020-15-3071","3116405 (Assay)","Assay","data transformation","3116405 (OTU)","data item"
"MBSMPL0020-15-3071","3116405 (Extract)","DNA extract","dna sequencing","3116405 (Assay)","Assay"
"MBSMPL0020-15-3071","MBSMPL0020-15-3071","sample from organism","dna extraction","3116405 (Extract)","DNA extract"
"MBSMPL0020-15-3072","3116407 (Assay)","Assay","data transformation","3116407 (OTU)","data item"
"MBSMPL0020-15-3072","3116407 (Extract)","DNA extract","dna sequencing","3116407 (Assay)","Assay"
"MBSMPL0020-15-3072","MBSMPL0020-15-3072","sample from organism","dna extraction","3116407 (Extract)","DNA extract"
"MBSMPL0020-15-3073","3116410 (Assay)","Assay","data transformation","3116410 (OTU)","data item"
"MBSMPL0020-15-3073","3116410 (Extract)","DNA extract","dna sequencing","3116410 (Assay)","Assay"
"MBSMPL0020-15-3073","MBSMPL0020-15-3073","sample from organism","dna extraction","3116410 (Extract)","DNA extract"
"MBSMPL0020-15-3074","3116424 (Assay)","Assay","data transformation","3116424 (OTU)","data item"
"MBSMPL0020-15-3074","3116424 (Extract)","DNA extract","dna sequencing","3116424 (Assay)","Assay"
"MBSMPL0020-15-3074","MBSMPL0020-15-3074","sample from organism","dna extraction","3116424 (Extract)","DNA extract"
"MBSMPL0020-15-3075","3116439 (Assay)","Assay","data transformation","3116439 (OTU)","data item"
"MBSMPL0020-15-3075","3116439 (Extract)","DNA extract","dna sequencing","3116439 (Assay)","Assay"
"MBSMPL0020-15-3075","MBSMPL0020-15-3075","sample from organism","dna extraction","3116439 (Extract)","DNA extract"
"MBSMPL0020-15-3076","3116441 (Assay)","Assay","data transformation","3116441 (OTU)","data item"
"MBSMPL0020-15-3076","3116441 (Extract)","DNA extract","dna sequencing","3116441 (Assay)","Assay"
"MBSMPL0020-15-3076","MBSMPL0020-15-3076","sample from organism","dna extraction","3116441 (Extract)","DNA extract"
"MBSMPL0020-15-3077","3116444 (Assay)","Assay","data transformation","3116444 (OTU)","data item"
"MBSMPL0020-15-3077","3116444 (Extract)","DNA extract","dna sequencing","3116444 (Assay)","Assay"
"MBSMPL0020-15-3077","MBSMPL0020-15-3077","sample from organism","dna extraction","3116444 (Extract)","DNA extract"
"MBSMPL0020-15-3078","3116447 (Assay)","Assay","data transformation","3116447 (OTU)","data item"
"MBSMPL0020-15-3078","3116447 (Extract)","DNA extract","dna sequencing","3116447 (Assay)","Assay"
"MBSMPL0020-15-3078","MBSMPL0020-15-3078","sample from organism","dna extraction","3116447 (Extract)","DNA extract"
"MBSMPL0020-15-3079","3116450 (Assay)","Assay","data transformation","3116450 (OTU)","data item"
"MBSMPL0020-15-3079","3116450 (Extract)","DNA extract","dna sequencing","3116450 (Assay)","Assay"
"MBSMPL0020-15-3079","MBSMPL0020-15-3079","sample from organism","dna extraction","3116450 (Extract)","DNA extract"
"MBSMPL0020-15-308","3100396 (Assay)","Assay","data transformation","3100396 (OTU)","data item"
"MBSMPL0020-15-308","3100396 (Extract)","DNA extract","dna sequencing","3100396 (Assay)","Assay"
"MBSMPL0020-15-308","MBSMPL0020-15-308","sample from organism","dna extraction","3100396 (Extract)","DNA extract"
"MBSMPL0020-15-3080","3116452 (Assay)","Assay","data transformation","3116452 (OTU)","data item"
"MBSMPL0020-15-3080","3116452 (Extract)","DNA extract","dna sequencing","3116452 (Assay)","Assay"
"MBSMPL0020-15-3080","MBSMPL0020-15-3080","sample from organism","dna extraction","3116452 (Extract)","DNA extract"
"MBSMPL0020-15-3081","3116455 (Assay)","Assay","data transformation","3116455 (OTU)","data item"
"MBSMPL0020-15-3081","3116455 (Extract)","DNA extract","dna sequencing","3116455 (Assay)","Assay"
"MBSMPL0020-15-3081","MBSMPL0020-15-3081","sample from organism","dna extraction","3116455 (Extract)","DNA extract"
"MBSMPL0020-15-3082","3116456 (Assay)","Assay","data transformation","3116456 (OTU)","data item"
"MBSMPL0020-15-3082","3116456 (Extract)","DNA extract","dna sequencing","3116456 (Assay)","Assay"
"MBSMPL0020-15-3082","MBSMPL0020-15-3082","sample from organism","dna extraction","3116456 (Extract)","DNA extract"
"MBSMPL0020-15-3083","3116458 (Assay)","Assay","data transformation","3116458 (OTU)","data item"
"MBSMPL0020-15-3083","3116458 (Extract)","DNA extract","dna sequencing","3116458 (Assay)","Assay"
"MBSMPL0020-15-3083","MBSMPL0020-15-3083","sample from organism","dna extraction","3116458 (Extract)","DNA extract"
"MBSMPL0020-15-3084","3116459 (Assay)","Assay","data transformation","3116459 (OTU)","data item"
"MBSMPL0020-15-3084","3116459 (Extract)","DNA extract","dna sequencing","3116459 (Assay)","Assay"
"MBSMPL0020-15-3084","MBSMPL0020-15-3084","sample from organism","dna extraction","3116459 (Extract)","DNA extract"
"MBSMPL0020-15-3085","3116466 (Assay)","Assay","data transformation","3116466 (OTU)","data item"
"MBSMPL0020-15-3085","3116466 (Extract)","DNA extract","dna sequencing","3116466 (Assay)","Assay"
"MBSMPL0020-15-3085","MBSMPL0020-15-3085","sample from organism","dna extraction","3116466 (Extract)","DNA extract"
"MBSMPL0020-15-3087","3116469 (Assay)","Assay","data transformation","3116469 (OTU)","data item"
"MBSMPL0020-15-3087","3116469 (Extract)","DNA extract","dna sequencing","3116469 (Assay)","Assay"
"MBSMPL0020-15-3087","MBSMPL0020-15-3087","sample from organism","dna extraction","3116469 (Extract)","DNA extract"
"MBSMPL0020-15-3088","3116470 (Assay)","Assay","data transformation","3116470 (OTU)","data item"
"MBSMPL0020-15-3088","3116470 (Extract)","DNA extract","dna sequencing","3116470 (Assay)","Assay"
"MBSMPL0020-15-3088","MBSMPL0020-15-3088","sample from organism","dna extraction","3116470 (Extract)","DNA extract"
"MBSMPL0020-15-309","3100397 (Assay)","Assay","data transformation","3100397 (OTU)","data item"
"MBSMPL0020-15-309","3100397 (Extract)","DNA extract","dna sequencing","3100397 (Assay)","Assay"
"MBSMPL0020-15-309","MBSMPL0020-15-309","sample from organism","dna extraction","3100397 (Extract)","DNA extract"
"MBSMPL0020-15-3090","3116472 (Assay)","Assay","data transformation","3116472 (OTU)","data item"
"MBSMPL0020-15-3090","3116472 (Extract)","DNA extract","dna sequencing","3116472 (Assay)","Assay"
"MBSMPL0020-15-3090","MBSMPL0020-15-3090","sample from organism","dna extraction","3116472 (Extract)","DNA extract"
"MBSMPL0020-15-3091","3116473 (Assay)","Assay","data transformation","3116473 (OTU)","data item"
"MBSMPL0020-15-3091","3116473 (Extract)","DNA extract","dna sequencing","3116473 (Assay)","Assay"
"MBSMPL0020-15-3091","MBSMPL0020-15-3091","sample from organism","dna extraction","3116473 (Extract)","DNA extract"
"MBSMPL0020-15-3094","3116510 (Assay)","Assay","data transformation","3116510 (OTU)","data item"
"MBSMPL0020-15-3094","3116510 (Extract)","DNA extract","dna sequencing","3116510 (Assay)","Assay"
"MBSMPL0020-15-3094","MBSMPL0020-15-3094","sample from organism","dna extraction","3116510 (Extract)","DNA extract"
"MBSMPL0020-15-3095","3116513 (Assay)","Assay","data transformation","3116513 (OTU)","data item"
"MBSMPL0020-15-3095","3116513 (Extract)","DNA extract","dna sequencing","3116513 (Assay)","Assay"
"MBSMPL0020-15-3095","MBSMPL0020-15-3095","sample from organism","dna extraction","3116513 (Extract)","DNA extract"
"MBSMPL0020-15-3096","3116525 (Assay)","Assay","data transformation","3116525 (OTU)","data item"
"MBSMPL0020-15-3096","3116525 (Extract)","DNA extract","dna sequencing","3116525 (Assay)","Assay"
"MBSMPL0020-15-3096","MBSMPL0020-15-3096","sample from organism","dna extraction","3116525 (Extract)","DNA extract"
"MBSMPL0020-15-3097","3116528 (Assay)","Assay","data transformation","3116528 (OTU)","data item"
"MBSMPL0020-15-3097","3116528 (Extract)","DNA extract","dna sequencing","3116528 (Assay)","Assay"
"MBSMPL0020-15-3097","MBSMPL0020-15-3097","sample from organism","dna extraction","3116528 (Extract)","DNA extract"
"MBSMPL0020-15-3098","3116535 (Assay)","Assay","data transformation","3116535 (OTU)","data item"
"MBSMPL0020-15-3098","3116535 (Extract)","DNA extract","dna sequencing","3116535 (Assay)","Assay"
"MBSMPL0020-15-3098","MBSMPL0020-15-3098","sample from organism","dna extraction","3116535 (Extract)","DNA extract"
"MBSMPL0020-15-3099","3116536 (Assay)","Assay","data transformation","3116536 (OTU)","data item"
"MBSMPL0020-15-3099","3116536 (Extract)","DNA extract","dna sequencing","3116536 (Assay)","Assay"
"MBSMPL0020-15-3099","MBSMPL0020-15-3099","sample from organism","dna extraction","3116536 (Extract)","DNA extract"
"MBSMPL0020-15-31","3000139 (Assay)","Assay","data transformation","3000139 (OTU)","data item"
"MBSMPL0020-15-31","3000139 (Extract)","DNA extract","dna sequencing","3000139 (Assay)","Assay"
"MBSMPL0020-15-31","MBSMPL0020-15-31","sample from organism","dna extraction","3000139 (Extract)","DNA extract"
"MBSMPL0020-15-310","3100398 (Assay)","Assay","data transformation","3100398 (OTU)","data item"
"MBSMPL0020-15-310","3100398 (Extract)","DNA extract","dna sequencing","3100398 (Assay)","Assay"
"MBSMPL0020-15-310","MBSMPL0020-15-310","sample from organism","dna extraction","3100398 (Extract)","DNA extract"
"MBSMPL0020-15-3100","3116537 (Assay)","Assay","data transformation","3116537 (OTU)","data item"
"MBSMPL0020-15-3100","3116537 (Extract)","DNA extract","dna sequencing","3116537 (Assay)","Assay"
"MBSMPL0020-15-3100","MBSMPL0020-15-3100","sample from organism","dna extraction","3116537 (Extract)","DNA extract"
"MBSMPL0020-15-3101","3116600 (Assay)","Assay","data transformation","3116600 (OTU)","data item"
"MBSMPL0020-15-3101","3116600 (Extract)","DNA extract","dna sequencing","3116600 (Assay)","Assay"
"MBSMPL0020-15-3101","MBSMPL0020-15-3101","sample from organism","dna extraction","3116600 (Extract)","DNA extract"
"MBSMPL0020-15-3102","3116601 (Assay)","Assay","data transformation","3116601 (OTU)","data item"
"MBSMPL0020-15-3102","3116601 (Extract)","DNA extract","dna sequencing","3116601 (Assay)","Assay"
"MBSMPL0020-15-3102","MBSMPL0020-15-3102","sample from organism","dna extraction","3116601 (Extract)","DNA extract"
"MBSMPL0020-15-3103","3116629 (Assay)","Assay","data transformation","3116629 (OTU)","data item"
"MBSMPL0020-15-3103","3116629 (Extract)","DNA extract","dna sequencing","3116629 (Assay)","Assay"
"MBSMPL0020-15-3103","MBSMPL0020-15-3103","sample from organism","dna extraction","3116629 (Extract)","DNA extract"
"MBSMPL0020-15-3104","3116652 (Assay)","Assay","data transformation","3116652 (OTU)","data item"
"MBSMPL0020-15-3104","3116652 (Extract)","DNA extract","dna sequencing","3116652 (Assay)","Assay"
"MBSMPL0020-15-3104","MBSMPL0020-15-3104","sample from organism","dna extraction","3116652 (Extract)","DNA extract"
"MBSMPL0020-15-3105","3116659 (Assay)","Assay","data transformation","3116659 (OTU)","data item"
"MBSMPL0020-15-3105","3116659 (Extract)","DNA extract","dna sequencing","3116659 (Assay)","Assay"
"MBSMPL0020-15-3105","MBSMPL0020-15-3105","sample from organism","dna extraction","3116659 (Extract)","DNA extract"
"MBSMPL0020-15-3106","3116668 (Assay)","Assay","data transformation","3116668 (OTU)","data item"
"MBSMPL0020-15-3106","3116668 (Extract)","DNA extract","dna sequencing","3116668 (Assay)","Assay"
"MBSMPL0020-15-3106","MBSMPL0020-15-3106","sample from organism","dna extraction","3116668 (Extract)","DNA extract"
"MBSMPL0020-15-3107","3116671 (Assay)","Assay","data transformation","3116671 (OTU)","data item"
"MBSMPL0020-15-3107","3116671 (Extract)","DNA extract","dna sequencing","3116671 (Assay)","Assay"
"MBSMPL0020-15-3107","MBSMPL0020-15-3107","sample from organism","dna extraction","3116671 (Extract)","DNA extract"
"MBSMPL0020-15-3108","3116700 (Assay)","Assay","data transformation","3116700 (OTU)","data item"
"MBSMPL0020-15-3108","3116700 (Extract)","DNA extract","dna sequencing","3116700 (Assay)","Assay"
"MBSMPL0020-15-3108","MBSMPL0020-15-3108","sample from organism","dna extraction","3116700 (Extract)","DNA extract"
"MBSMPL0020-15-3109","3116714 (Assay)","Assay","data transformation","3116714 (OTU)","data item"
"MBSMPL0020-15-3109","3116714 (Extract)","DNA extract","dna sequencing","3116714 (Assay)","Assay"
"MBSMPL0020-15-3109","MBSMPL0020-15-3109","sample from organism","dna extraction","3116714 (Extract)","DNA extract"
"MBSMPL0020-15-311","3100399 (Assay)","Assay","data transformation","3100399 (OTU)","data item"
"MBSMPL0020-15-311","3100399 (Extract)","DNA extract","dna sequencing","3100399 (Assay)","Assay"
"MBSMPL0020-15-311","MBSMPL0020-15-311","sample from organism","dna extraction","3100399 (Extract)","DNA extract"
"MBSMPL0020-15-3110","3116717 (Assay)","Assay","data transformation","3116717 (OTU)","data item"
"MBSMPL0020-15-3110","3116717 (Extract)","DNA extract","dna sequencing","3116717 (Assay)","Assay"
"MBSMPL0020-15-3110","MBSMPL0020-15-3110","sample from organism","dna extraction","3116717 (Extract)","DNA extract"
"MBSMPL0020-15-3111","3116746 (Assay)","Assay","data transformation","3116746 (OTU)","data item"
"MBSMPL0020-15-3111","3116746 (Extract)","DNA extract","dna sequencing","3116746 (Assay)","Assay"
"MBSMPL0020-15-3111","MBSMPL0020-15-3111","sample from organism","dna extraction","3116746 (Extract)","DNA extract"
"MBSMPL0020-15-3112","3116750 (Assay)","Assay","data transformation","3116750 (OTU)","data item"
"MBSMPL0020-15-3112","3116750 (Extract)","DNA extract","dna sequencing","3116750 (Assay)","Assay"
"MBSMPL0020-15-3112","MBSMPL0020-15-3112","sample from organism","dna extraction","3116750 (Extract)","DNA extract"
"MBSMPL0020-15-3113","3116753 (Assay)","Assay","data transformation","3116753 (OTU)","data item"
"MBSMPL0020-15-3113","3116753 (Extract)","DNA extract","dna sequencing","3116753 (Assay)","Assay"
"MBSMPL0020-15-3113","MBSMPL0020-15-3113","sample from organism","dna extraction","3116753 (Extract)","DNA extract"
"MBSMPL0020-15-3114","3116768 (Assay)","Assay","data transformation","3116768 (OTU)","data item"
"MBSMPL0020-15-3114","3116768 (Extract)","DNA extract","dna sequencing","3116768 (Assay)","Assay"
"MBSMPL0020-15-3114","MBSMPL0020-15-3114","sample from organism","dna extraction","3116768 (Extract)","DNA extract"
"MBSMPL0020-15-3115","3116771 (Assay)","Assay","data transformation","3116771 (OTU)","data item"
"MBSMPL0020-15-3115","3116771 (Extract)","DNA extract","dna sequencing","3116771 (Assay)","Assay"
"MBSMPL0020-15-3115","MBSMPL0020-15-3115","sample from organism","dna extraction","3116771 (Extract)","DNA extract"
"MBSMPL0020-15-3116","3116792 (Assay)","Assay","data transformation","3116792 (OTU)","data item"
"MBSMPL0020-15-3116","3116792 (Extract)","DNA extract","dna sequencing","3116792 (Assay)","Assay"
"MBSMPL0020-15-3116","MBSMPL0020-15-3116","sample from organism","dna extraction","3116792 (Extract)","DNA extract"
"MBSMPL0020-15-3117","3116795 (Assay)","Assay","data transformation","3116795 (OTU)","data item"
"MBSMPL0020-15-3117","3116795 (Extract)","DNA extract","dna sequencing","3116795 (Assay)","Assay"
"MBSMPL0020-15-3117","MBSMPL0020-15-3117","sample from organism","dna extraction","3116795 (Extract)","DNA extract"
"MBSMPL0020-15-3118","3116800 (Assay)","Assay","data transformation","3116800 (OTU)","data item"
"MBSMPL0020-15-3118","3116800 (Extract)","DNA extract","dna sequencing","3116800 (Assay)","Assay"
"MBSMPL0020-15-3118","MBSMPL0020-15-3118","sample from organism","dna extraction","3116800 (Extract)","DNA extract"
"MBSMPL0020-15-312","3100400 (Assay)","Assay","data transformation","3100400 (OTU)","data item"
"MBSMPL0020-15-312","3100400 (Extract)","DNA extract","dna sequencing","3100400 (Assay)","Assay"
"MBSMPL0020-15-312","MBSMPL0020-15-312","sample from organism","dna extraction","3100400 (Extract)","DNA extract"
"MBSMPL0020-15-3120","3116803 (Assay)","Assay","data transformation","3116803 (OTU)","data item"
"MBSMPL0020-15-3120","3116803 (Extract)","DNA extract","dna sequencing","3116803 (Assay)","Assay"
"MBSMPL0020-15-3120","MBSMPL0020-15-3120","sample from organism","dna extraction","3116803 (Extract)","DNA extract"
"MBSMPL0020-15-3121","3116809 (Assay)","Assay","data transformation","3116809 (OTU)","data item"
"MBSMPL0020-15-3121","3116809 (Extract)","DNA extract","dna sequencing","3116809 (Assay)","Assay"
"MBSMPL0020-15-3121","MBSMPL0020-15-3121","sample from organism","dna extraction","3116809 (Extract)","DNA extract"
"MBSMPL0020-15-3123","3116815 (Assay)","Assay","data transformation","3116815 (OTU)","data item"
"MBSMPL0020-15-3123","3116815 (Extract)","DNA extract","dna sequencing","3116815 (Assay)","Assay"
"MBSMPL0020-15-3123","MBSMPL0020-15-3123","sample from organism","dna extraction","3116815 (Extract)","DNA extract"
"MBSMPL0020-15-3124","3116818 (Assay)","Assay","data transformation","3116818 (OTU)","data item"
"MBSMPL0020-15-3124","3116818 (Extract)","DNA extract","dna sequencing","3116818 (Assay)","Assay"
"MBSMPL0020-15-3124","MBSMPL0020-15-3124","sample from organism","dna extraction","3116818 (Extract)","DNA extract"
"MBSMPL0020-15-3125","3116820 (Assay)","Assay","data transformation","3116820 (OTU)","data item"
"MBSMPL0020-15-3125","3116820 (Extract)","DNA extract","dna sequencing","3116820 (Assay)","Assay"
"MBSMPL0020-15-3125","MBSMPL0020-15-3125","sample from organism","dna extraction","3116820 (Extract)","DNA extract"
"MBSMPL0020-15-3126","3116823 (Assay)","Assay","data transformation","3116823 (OTU)","data item"
"MBSMPL0020-15-3126","3116823 (Extract)","DNA extract","dna sequencing","3116823 (Assay)","Assay"
"MBSMPL0020-15-3126","MBSMPL0020-15-3126","sample from organism","dna extraction","3116823 (Extract)","DNA extract"
"MBSMPL0020-15-3127","3116828 (Assay)","Assay","data transformation","3116828 (OTU)","data item"
"MBSMPL0020-15-3127","3116828 (Extract)","DNA extract","dna sequencing","3116828 (Assay)","Assay"
"MBSMPL0020-15-3127","MBSMPL0020-15-3127","sample from organism","dna extraction","3116828 (Extract)","DNA extract"
"MBSMPL0020-15-3128","3116831 (Assay)","Assay","data transformation","3116831 (OTU)","data item"
"MBSMPL0020-15-3128","3116831 (Extract)","DNA extract","dna sequencing","3116831 (Assay)","Assay"
"MBSMPL0020-15-3128","MBSMPL0020-15-3128","sample from organism","dna extraction","3116831 (Extract)","DNA extract"
"MBSMPL0020-15-3129","3116852 (Assay)","Assay","data transformation","3116852 (OTU)","data item"
"MBSMPL0020-15-3129","3116852 (Extract)","DNA extract","dna sequencing","3116852 (Assay)","Assay"
"MBSMPL0020-15-3129","MBSMPL0020-15-3129","sample from organism","dna extraction","3116852 (Extract)","DNA extract"
"MBSMPL0020-15-313","3100402 (Assay)","Assay","data transformation","3100402 (OTU)","data item"
"MBSMPL0020-15-313","3100402 (Extract)","DNA extract","dna sequencing","3100402 (Assay)","Assay"
"MBSMPL0020-15-313","MBSMPL0020-15-313","sample from organism","dna extraction","3100402 (Extract)","DNA extract"
"MBSMPL0020-15-3130","3116855 (Assay)","Assay","data transformation","3116855 (OTU)","data item"
"MBSMPL0020-15-3130","3116855 (Extract)","DNA extract","dna sequencing","3116855 (Assay)","Assay"
"MBSMPL0020-15-3130","MBSMPL0020-15-3130","sample from organism","dna extraction","3116855 (Extract)","DNA extract"
"MBSMPL0020-15-3131","3116861 (Assay)","Assay","data transformation","3116861 (OTU)","data item"
"MBSMPL0020-15-3131","3116861 (Extract)","DNA extract","dna sequencing","3116861 (Assay)","Assay"
"MBSMPL0020-15-3131","MBSMPL0020-15-3131","sample from organism","dna extraction","3116861 (Extract)","DNA extract"
"MBSMPL0020-15-3132","3116867 (Assay)","Assay","data transformation","3116867 (OTU)","data item"
"MBSMPL0020-15-3132","3116867 (Extract)","DNA extract","dna sequencing","3116867 (Assay)","Assay"
"MBSMPL0020-15-3132","MBSMPL0020-15-3132","sample from organism","dna extraction","3116867 (Extract)","DNA extract"
"MBSMPL0020-15-3133","3116870 (Assay)","Assay","data transformation","3116870 (OTU)","data item"
"MBSMPL0020-15-3133","3116870 (Extract)","DNA extract","dna sequencing","3116870 (Assay)","Assay"
"MBSMPL0020-15-3133","MBSMPL0020-15-3133","sample from organism","dna extraction","3116870 (Extract)","DNA extract"
"MBSMPL0020-15-3134","3116924 (Assay)","Assay","data transformation","3116924 (OTU)","data item"
"MBSMPL0020-15-3134","3116924 (Extract)","DNA extract","dna sequencing","3116924 (Assay)","Assay"
"MBSMPL0020-15-3134","MBSMPL0020-15-3134","sample from organism","dna extraction","3116924 (Extract)","DNA extract"
"MBSMPL0020-15-3135","3116926 (Assay)","Assay","data transformation","3116926 (OTU)","data item"
"MBSMPL0020-15-3135","3116926 (Extract)","DNA extract","dna sequencing","3116926 (Assay)","Assay"
"MBSMPL0020-15-3135","MBSMPL0020-15-3135","sample from organism","dna extraction","3116926 (Extract)","DNA extract"
"MBSMPL0020-15-3136","3116980 (Assay)","Assay","data transformation","3116980 (OTU)","data item"
"MBSMPL0020-15-3136","3116980 (Extract)","DNA extract","dna sequencing","3116980 (Assay)","Assay"
"MBSMPL0020-15-3136","MBSMPL0020-15-3136","sample from organism","dna extraction","3116980 (Extract)","DNA extract"
"MBSMPL0020-15-3137","3116983 (Assay)","Assay","data transformation","3116983 (OTU)","data item"
"MBSMPL0020-15-3137","3116983 (Extract)","DNA extract","dna sequencing","3116983 (Assay)","Assay"
"MBSMPL0020-15-3137","MBSMPL0020-15-3137","sample from organism","dna extraction","3116983 (Extract)","DNA extract"
"MBSMPL0020-15-3138","3116999 (Assay)","Assay","data transformation","3116999 (OTU)","data item"
"MBSMPL0020-15-3138","3116999 (Extract)","DNA extract","dna sequencing","3116999 (Assay)","Assay"
"MBSMPL0020-15-3138","MBSMPL0020-15-3138","sample from organism","dna extraction","3116999 (Extract)","DNA extract"
"MBSMPL0020-15-3139","3117015 (Assay)","Assay","data transformation","3117015 (OTU)","data item"
"MBSMPL0020-15-3139","3117015 (Extract)","DNA extract","dna sequencing","3117015 (Assay)","Assay"
"MBSMPL0020-15-3139","MBSMPL0020-15-3139","sample from organism","dna extraction","3117015 (Extract)","DNA extract"
"MBSMPL0020-15-3141","3117021 (Assay)","Assay","data transformation","3117021 (OTU)","data item"
"MBSMPL0020-15-3141","3117021 (Extract)","DNA extract","dna sequencing","3117021 (Assay)","Assay"
"MBSMPL0020-15-3141","MBSMPL0020-15-3141","sample from organism","dna extraction","3117021 (Extract)","DNA extract"
"MBSMPL0020-15-3142","3117030 (Assay)","Assay","data transformation","3117030 (OTU)","data item"
"MBSMPL0020-15-3142","3117030 (Extract)","DNA extract","dna sequencing","3117030 (Assay)","Assay"
"MBSMPL0020-15-3142","MBSMPL0020-15-3142","sample from organism","dna extraction","3117030 (Extract)","DNA extract"
"MBSMPL0020-15-3143","3117032 (Assay)","Assay","data transformation","3117032 (OTU)","data item"
"MBSMPL0020-15-3143","3117032 (Extract)","DNA extract","dna sequencing","3117032 (Assay)","Assay"
"MBSMPL0020-15-3143","MBSMPL0020-15-3143","sample from organism","dna extraction","3117032 (Extract)","DNA extract"
"MBSMPL0020-15-3144","3117052 (Assay)","Assay","data transformation","3117052 (OTU)","data item"
"MBSMPL0020-15-3144","3117052 (Extract)","DNA extract","dna sequencing","3117052 (Assay)","Assay"
"MBSMPL0020-15-3144","MBSMPL0020-15-3144","sample from organism","dna extraction","3117052 (Extract)","DNA extract"
"MBSMPL0020-15-3145","3117054 (Assay)","Assay","data transformation","3117054 (OTU)","data item"
"MBSMPL0020-15-3145","3117054 (Extract)","DNA extract","dna sequencing","3117054 (Assay)","Assay"
"MBSMPL0020-15-3145","MBSMPL0020-15-3145","sample from organism","dna extraction","3117054 (Extract)","DNA extract"
"MBSMPL0020-15-3146","3117055 (Assay)","Assay","data transformation","3117055 (OTU)","data item"
"MBSMPL0020-15-3146","3117055 (Extract)","DNA extract","dna sequencing","3117055 (Assay)","Assay"
"MBSMPL0020-15-3146","MBSMPL0020-15-3146","sample from organism","dna extraction","3117055 (Extract)","DNA extract"
"MBSMPL0020-15-3147","3117068 (Assay)","Assay","data transformation","3117068 (OTU)","data item"
"MBSMPL0020-15-3147","3117068 (Extract)","DNA extract","dna sequencing","3117068 (Assay)","Assay"
"MBSMPL0020-15-3147","MBSMPL0020-15-3147","sample from organism","dna extraction","3117068 (Extract)","DNA extract"
"MBSMPL0020-15-3148","3117073 (Assay)","Assay","data transformation","3117073 (OTU)","data item"
"MBSMPL0020-15-3148","3117073 (Extract)","DNA extract","dna sequencing","3117073 (Assay)","Assay"
"MBSMPL0020-15-3148","MBSMPL0020-15-3148","sample from organism","dna extraction","3117073 (Extract)","DNA extract"
"MBSMPL0020-15-3149","3117076 (Assay)","Assay","data transformation","3117076 (OTU)","data item"
"MBSMPL0020-15-3149","3117076 (Extract)","DNA extract","dna sequencing","3117076 (Assay)","Assay"
"MBSMPL0020-15-3149","MBSMPL0020-15-3149","sample from organism","dna extraction","3117076 (Extract)","DNA extract"
"MBSMPL0020-15-315","3100405 (Assay)","Assay","data transformation","3100405 (OTU)","data item"
"MBSMPL0020-15-315","3100405 (Extract)","DNA extract","dna sequencing","3100405 (Assay)","Assay"
"MBSMPL0020-15-315","MBSMPL0020-15-315","sample from organism","dna extraction","3100405 (Extract)","DNA extract"
"MBSMPL0020-15-3150","3117099 (Assay)","Assay","data transformation","3117099 (OTU)","data item"
"MBSMPL0020-15-3150","3117099 (Extract)","DNA extract","dna sequencing","3117099 (Assay)","Assay"
"MBSMPL0020-15-3150","MBSMPL0020-15-3150","sample from organism","dna extraction","3117099 (Extract)","DNA extract"
"MBSMPL0020-15-3151","3117109 (Assay)","Assay","data transformation","3117109 (OTU)","data item"
"MBSMPL0020-15-3151","3117109 (Extract)","DNA extract","dna sequencing","3117109 (Assay)","Assay"
"MBSMPL0020-15-3151","MBSMPL0020-15-3151","sample from organism","dna extraction","3117109 (Extract)","DNA extract"
"MBSMPL0020-15-3152","3117110 (Assay)","Assay","data transformation","3117110 (OTU)","data item"
"MBSMPL0020-15-3152","3117110 (Extract)","DNA extract","dna sequencing","3117110 (Assay)","Assay"
"MBSMPL0020-15-3152","MBSMPL0020-15-3152","sample from organism","dna extraction","3117110 (Extract)","DNA extract"
"MBSMPL0020-15-3153","3117111 (Assay)","Assay","data transformation","3117111 (OTU)","data item"
"MBSMPL0020-15-3153","3117111 (Extract)","DNA extract","dna sequencing","3117111 (Assay)","Assay"
"MBSMPL0020-15-3153","MBSMPL0020-15-3153","sample from organism","dna extraction","3117111 (Extract)","DNA extract"
"MBSMPL0020-15-3154","3117113 (Assay)","Assay","data transformation","3117113 (OTU)","data item"
"MBSMPL0020-15-3154","3117113 (Extract)","DNA extract","dna sequencing","3117113 (Assay)","Assay"
"MBSMPL0020-15-3154","MBSMPL0020-15-3154","sample from organism","dna extraction","3117113 (Extract)","DNA extract"
