fips,65yrs,minority,black,hispanic,population,perc_65yrs,perc_minority,perc_black,perc_hispanic,poverty,perc_poverty,income,risk_flu,perc_rural_pop,perc_urban_pop,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15,case16,case17,case18,case19,case20,case21,case22,case23,case24,case25,case26,case27,case28,case29,case30,case31,case32,case33,case34,case35,death0,death1,death2,death3,death4,death5,death6,death7,death8,death9,death10,death11,death12,death13,death14,death15,death16,death17,death18,death19,death20,death21,death22,death23,death24,death25,death26,death27,death28,death29,death30,death31,death32,death33,death34,death35,total_case,total_death
54029,6841,1468,782,461,28810,0.237452,0.050955,0.027143,0.016000999999999998,3788,13.2,47299,-0.81519,30.3,69.7,6.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,4.0,15.0,13.0,31.0,15.0,11.0,1.0,4.0,5.0,5.0,11.0,4.0,7.0,6.0,16.0,18.0,22.0,24.0,37.0,85.0,138.0,169.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,966,7
54031,3096,809,435,675,13776,0.224739,0.058725,0.031577,0.048998,1753,12.9,43573,-0.6703899999999999,80.5,19.5,2.0,0.0,1.0,0.0,4.0,8.0,10.0,10.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,0.0,9.0,3.0,1.0,4.0,9.0,5.0,4.0,3.0,2.0,5.0,9.0,27.0,48.0,66.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,1
54033,13300,3035,1261,1166,67256,0.197752,0.045126,0.018749000000000002,0.017337,11089,16.7,47942,-0.6001,37.0,63.0,19.0,9.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,0.0,6.0,3.0,11.0,10.0,45.0,21.0,19.0,32.0,32.0,24.0,9.0,11.0,33.0,22.0,18.0,18.0,83.0,73.0,109.0,15.0,46.0,51.0,122.0,199.0,268.0,303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,4.0,1682,24
54035,5965,666,174,288,28576,0.208742,0.023306,0.006089,0.010078,4732,16.7,48731,-0.7105100000000001,71.4,28.6,13.0,10.0,20.0,73.0,14.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,22.0,12.0,10.0,16.0,18.0,15.0,29.0,25.0,32.0,31.0,34.0,45.0,50.0,143.0,45.0,73.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,779,27
54037,9564,6424,3670,3587,57146,0.16736099999999998,0.11241400000000001,0.064221,0.062769,5403,9.7,75027,-0.51499,48.4,51.6,17.0,29.0,14.0,10.0,9.0,8.0,11.0,42.0,40.0,24.0,3.0,8.0,7.0,19.0,12.0,15.0,11.0,8.0,7.0,10.0,14.0,34.0,34.0,15.0,17.0,11.0,16.0,27.0,46.0,40.0,64.0,75.0,210.0,221.0,181.0,227.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,1.0,0.0,1584,16
54039,37741,20096,13466,2083,178124,0.21188,0.11282,0.075599,0.011694,30248,17.1,41926,-0.40349,25.2,74.8,48.0,34.0,24.0,41.0,21.0,12.0,26.0,6.0,14.0,10.0,9.0,19.0,28.0,44.0,74.0,88.0,162.0,148.0,103.0,155.0,128.0,169.0,287.0,284.0,324.0,345.0,239.0,238.0,193.0,237.0,289.0,284.0,521.0,531.0,454.0,518.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,13.0,8.0,14.0,11.0,6.0,12.0,7.0,0.0,5.0,2.0,16.0,12.0,6.0,13.0,6264,155
54041,3363,456,108,198,15907,0.211416,0.028667,0.006789,0.012447,2718,17.3,40691,-0.75862,69.0,31.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,4.0,2.0,3.0,0.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,8.0,16.0,10.0,31.0,33.0,54.0,25.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,278,3
54043,4076,372,85,150,20409,0.199716,0.018227,0.004164999999999999,0.00735,4756,23.3,39766,-0.64763,100.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,26.0,16.0,26.0,17.0,10.0,0.0,12.0,12.0,16.0,11.0,22.0,12.0,9.0,25.0,28.0,38.0,39.0,40.0,39.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,479,5
54045,6740,1034,590,322,32019,0.2105,0.032293,0.018427000000000002,0.010057,7821,24.6,34894,-0.40508,70.8,29.2,5.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,4.0,10.0,7.0,29.0,65.0,84.0,133.0,77.0,45.0,40.0,21.0,28.0,45.0,25.0,53.0,19.0,33.0,56.0,38.0,67.0,77.0,56.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,10.0,6.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1141,53
54047,4024,1761,1441,246,17624,0.228325,0.09992100000000001,0.081764,0.013958000000000002,6386,35.4,27292,-0.77694,86.0,14.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,18.0,26.0,8.0,0.0,5.0,3.0,5.0,7.0,0.0,8.0,5.0,5.0,9.0,15.0,39.0,109.0,291.0,53.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,677,2
54049,11084,3366,1833,762,56072,0.197674,0.06002999999999999,0.03269,0.013590000000000001,9084,16.6,46244,-0.6976,41.5,58.5,13.0,19.0,10.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,14.0,38.0,25.0,20.0,19.0,14.0,13.0,8.0,9.0,12.0,12.0,13.0,14.0,31.0,21.0,32.0,18.0,41.0,41.0,115.0,135.0,148.0,175.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1057,8
54051,7021,786,238,300,30531,0.229963,0.025744,0.007795000000000001,0.009826,4200,13.9,50064,-0.80079,49.0,51.0,4.0,2.0,2.0,1.0,6.0,5.0,3.0,4.0,2.0,2.0,7.0,0.0,6.0,0.0,21.0,18.0,14.0,29.0,7.0,0.0,5.0,0.0,0.0,6.0,15.0,18.0,12.0,17.0,40.0,38.0,125.0,140.0,203.0,239.0,168.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,11.0,8.0,1508,32
54053,5737,727,242,213,26516,0.21636,0.027417,0.009127,0.008033,4391,16.9,43050,-0.56225,65.0,35.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,13.0,6.0,8.0,16.0,12.0,20.0,18.0,6.0,8.0,7.0,6.0,8.0,6.0,11.0,7.0,15.0,40.0,93.0,122.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,649,8
54055,13167,5154,3549,729,58758,0.22408899999999998,0.087716,0.0604,0.012407,13157,22.7,37860,-0.55256,40.7,59.3,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,14.0,15.0,14.0,6.0,13.0,58.0,43.0,45.0,45.0,18.0,54.0,29.0,25.0,14.0,24.0,20.0,94.0,117.0,127.0,102.0,128.0,170.0,123.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,1495,41
54057,5951,1457,793,267,26868,0.22149000000000002,0.054228,0.029514999999999996,0.009937,3793,14.5,48578,-0.67005,64.6,35.4,2.0,2.0,4.0,4.0,6.0,2.0,7.0,9.0,8.0,7.0,0.0,2.0,2.0,2.0,8.0,7.0,19.0,18.0,11.0,7.0,2.0,15.0,3.0,2.0,14.0,9.0,4.0,6.0,20.0,5.0,32.0,89.0,211.0,395.0,263.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,13.0,1568,29
54059,4635,855,465,201,23424,0.197874,0.036501,0.019851,0.008581,6386,27.0,32917,-0.47435,89.7,10.3,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,2.0,3.0,6.0,7.0,21.0,32.0,42.0,47.0,28.0,8.0,24.0,40.0,25.0,56.0,23.0,22.0,39.0,57.0,59.0,95.0,79.0,88.0,86.0,79.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1040,17
54061,13964,10347,4103,2352,105612,0.13222,0.097972,0.03885,0.022269999999999998,18156,18.3,51070,-0.62602,26.9,73.1,40.0,38.0,6.0,13.0,8.0,6.0,4.0,4.0,14.0,7.0,3.0,7.0,16.0,64.0,294.0,177.0,113.0,95.0,29.0,48.0,54.0,53.0,249.0,319.0,206.0,125.0,87.0,63.0,72.0,55.0,79.0,123.0,235.0,279.0,299.0,277.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3626,7
54063,3376,397,106,131,13275,0.254313,0.029906,0.007984999999999999,0.009868,1960,14.9,38171,-0.60755,88.5,11.5,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,36.0,57.0,19.0,10.0,3.0,3.0,2.0,16.0,21.0,35.0,41.0,11.0,14.0,37.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,414,10
54065,4263,630,166,297,17884,0.238369,0.035227,0.009281999999999999,0.016607,1894,10.8,49487,-0.73133,100.0,0.0,1.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,5.0,0.0,3.0,4.0,6.0,5.0,6.0,12.0,22.0,36.0,25.0,21.0,27.0,29.0,37.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,342,2
54067,5612,624,153,193,24496,0.22909899999999997,0.025474,0.006246,0.007879,4659,19.0,38572,-0.60242,87.2,12.8,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,3.0,9.0,5.0,3.0,0.0,10.0,7.0,7.0,18.0,18.0,22.0,18.0,32.0,11.0,8.0,13.0,44.0,51.0,36.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,412,6
54069,9205,2894,1517,537,41411,0.222284,0.069885,0.036633,0.012968,4953,12.5,48689,-0.70917,23.1,76.9,11.0,10.0,2.0,2.0,8.0,2.0,3.0,0.0,3.0,7.0,6.0,16.0,14.0,21.0,35.0,33.0,54.0,22.0,17.0,12.0,8.0,4.0,4.0,31.0,24.0,19.0,12.0,29.0,43.0,45.0,107.0,143.0,218.0,297.0,234.0,268.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,4.0,1791,20
54071,1963,288,148,104,6969,0.28167600000000004,0.041326,0.021237,0.014922999999999999,1003,14.6,40415,-0.8456899999999999,100.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,9.0,2.0,3.0,6.0,0.0,1.0,1.0,6.0,1.0,0.0,3.0,9.0,10.0,2.0,2.0,4.0,10.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,1
54073,1461,266,124,69,7460,0.195845,0.035657,0.016622,0.009249,919,13.6,50768,-0.90635,54.5,45.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,11.0,10.0,14.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,4
54075,2157,277,112,139,8247,0.26155,0.033588,0.013581000000000001,0.016855000000000002,1408,17.5,39467,-0.97919,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,20.0,0.0,0.0,0.0,3.0,0.0,7.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,3.0,0.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,14.0,68.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,270,2
54077,6981,866,383,534,33432,0.208812,0.025903,0.011456000000000001,0.015972999999999998,5104,16.2,47101,-0.72437,90.5,9.5,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,24.0,26.0,12.0,7.0,21.0,3.0,6.0,1.0,4.0,6.0,5.0,2.0,2.0,6.0,4.0,8.0,9.0,4.0,20.0,20.0,48.0,59.0,111.0,161.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,823,15
54079,10668,2098,688,709,56450,0.18898099999999998,0.037166000000000005,0.012188,0.01256,5630,10.0,61995,-0.5002,35.8,64.2,5.0,5.0,4.0,2.0,11.0,0.0,2.0,2.0,4.0,4.0,3.0,2.0,7.0,13.0,22.0,20.0,30.0,27.0,30.0,23.0,28.0,30.0,64.0,55.0,91.0,66.0,70.0,74.0,85.0,56.0,117.0,170.0,210.0,253.0,330.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,7.0,8.0,1.0,6.0,2237,34
54081,15550,8197,5862,1240,73361,0.21196500000000001,0.11173499999999999,0.07990599999999999,0.016903,14596,20.7,41298,-0.39421999999999996,39.3,60.7,4.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,6.0,7.0,17.0,9.0,20.0,19.0,30.0,57.0,45.0,65.0,28.0,26.0,43.0,23.0,59.0,39.0,40.0,54.0,39.0,80.0,131.0,84.0,154.0,267.0,179.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,1781,17
54083,6376,1029,466,305,28695,0.22219899999999998,0.03586,0.01624,0.010629000000000001,5128,19.4,40064,-0.8167,62.4,37.6,3.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,101.0,3.0,9.0,8.0,6.0,14.0,18.0,11.0,7.0,2.0,1.0,5.0,6.0,3.0,5.0,3.0,4.0,8.0,26.0,44.0,60.0,36.0,17.0,55.0,55.0,82.0,65.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,785,2
54085,2195,183,46,83,9554,0.22974699999999998,0.019154,0.004815,0.008687,1644,17.2,43717,-0.9369200000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,7.0,11.0,12.0,21.0,19.0,32.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,209,4
54087,3120,304,42,173,13688,0.227937,0.022209,0.003068,0.012639,3046,22.1,36658,-0.9338799999999999,80.0,20.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,3.0,10.0,3.0,8.0,2.0,7.0,9.0,21.0,10.0,19.0,4.0,11.0,14.0,31.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218,3
54089,3283,855,547,225,12573,0.261115,0.068003,0.043506,0.017894999999999998,3144,26.9,34768,-0.91676,72.1,27.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,8.0,0.0,1.0,2.0,7.0,12.0,14.0,5.0,3.0,11.0,23.0,40.0,33.0,32.0,50.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,297,10
54091,3507,514,197,172,16695,0.210063,0.030788,0.0118,0.010302,2626,16.1,46370,-0.8744799999999999,59.7,40.3,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,5.0,6.0,11.0,12.0,4.0,5.0,37.0,7.0,4.0,4.0,4.0,7.0,26.0,1.0,7.0,7.0,7.0,10.0,34.0,31.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,425,9
54093,1835,138,28,61,6839,0.268314,0.020178,0.0040939999999999995,0.008919,907,13.5,48070,-0.9495600000000001,100.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,16.0,7.0,6.0,10.0,4.0,4.0,4.0,27.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0
54095,2012,196,29,66,8591,0.234199,0.022815000000000002,0.0033759999999999997,0.007682,1341,15.5,46054,-0.86461,91.1,8.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,6.0,18.0,32.0,25.0,14.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,182,2
54097,5069,755,261,346,24176,0.209671,0.031229000000000003,0.010796,0.014312,4377,19.0,41213,-0.77677,64.0,36.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,12.0,2.0,11.0,39.0,65.0,41.0,22.0,38.0,22.0,52.0,72.0,72.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,567,4
54099,8560,927,227,261,39402,0.217248,0.023527,0.005761,0.006624,8298,20.9,38704,-0.57994,65.2,34.8,0.0,17.0,58.0,6.0,9.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,9.0,23.0,28.0,7.0,21.0,15.0,8.0,20.0,39.0,28.0,26.0,53.0,27.0,18.0,47.0,67.0,61.0,54.0,112.0,107.0,115.0,147.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1177,16
54101,1951,179,37,60,8114,0.24044899999999997,0.022061,0.00456,0.0073950000000000005,1884,23.0,34054,-0.94776,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,6.0,11.0,6.0,2.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0
54103,3500,332,76,166,15065,0.232327,0.022038,0.005045,0.011019,2756,18.3,44685,-0.71897,53.9,46.1,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,22.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,11.0,3.0,13.0,55.0,69.0,61.0,48.0,49.0,40.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,2.0,473,14
