fips,65yrs,minority,black,hispanic,population,perc_65yrs,perc_minority,perc_black,perc_hispanic,poverty,perc_poverty,income,risk_flu,perc_rural_pop,perc_urban_pop,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15,case16,case17,case18,case19,case20,case21,case22,case23,case24,case25,case26,case27,case28,case29,case30,case31,case32,case33,case34,case35,death0,death1,death2,death3,death4,death5,death6,death7,death8,death9,death10,death11,death12,death13,death14,death15,death16,death17,death18,death19,death20,death21,death22,death23,death24,death25,death26,death27,death28,death29,death30,death31,death32,death33,death34,death35,total_case,total_death
13247,13574,57277,52824,9519,90896,0.149336,0.630138,0.581148,0.104724,11803,13.2,59673,-0.37141,14.9,85.1,70.0,21.0,28.0,43.0,32.0,36.0,19.0,9.0,27.0,23.0,30.0,24.0,68.0,112.0,137.0,161.0,136.0,176.0,150.0,153.0,128.0,51.0,67.0,44.0,61.0,40.0,46.0,44.0,76.0,89.0,68.0,204.0,111.0,129.0,135.0,202.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,9.0,2.0,4.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,5.0,4.0,7.0,2969,63
13249,938,1270,1065,301,5257,0.178429,0.241583,0.202587,0.057257,945,18.1,45378,-0.67333,100.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,10.0,9.0,16.0,12.0,12.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,42.0,3.0,3.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,2
13251,2730,6073,5720,352,13966,0.195475,0.434842,0.409566,0.025204,3493,25.9,39048,-0.61766,78.9,21.1,2.0,3.0,6.0,3.0,1.0,2.0,2.0,7.0,25.0,6.0,5.0,13.0,14.0,8.0,11.0,25.0,14.0,25.0,23.0,33.0,20.0,32.0,25.0,31.0,36.0,40.0,11.0,6.0,12.0,7.0,4.0,32.0,6.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,505,15
13253,1876,2902,2681,291,8090,0.23189099999999999,0.358714,0.331397,0.03597,2083,25.4,36869,-0.59728,68.6,31.4,8.0,6.0,6.0,7.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,4.0,11.0,27.0,51.0,52.0,43.0,20.0,23.0,22.0,20.0,19.0,12.0,15.0,0.0,10.0,12.0,4.0,38.0,54.0,29.0,17.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,561,12
13255,12178,25662,23294,3319,66703,0.18257,0.38472,0.34922,0.049758,11184,17.3,43510,-0.39079,41.6,58.4,24.0,41.0,61.0,63.0,26.0,17.0,7.0,14.0,22.0,19.0,19.0,24.0,43.0,79.0,96.0,84.0,96.0,111.0,85.0,97.0,61.0,71.0,50.0,38.0,30.0,54.0,23.0,52.0,60.0,94.0,68.0,390.0,102.0,149.0,140.0,149.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,7.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,4.0,7.0,2566,86
13257,5121,3884,2847,1005,25925,0.19753099999999998,0.149817,0.10981700000000001,0.038766,4092,16.3,45850,-0.47565,58.6,41.4,5.0,12.0,13.0,26.0,31.0,4.0,7.0,25.0,15.0,6.0,8.0,13.0,30.0,66.0,42.0,92.0,79.0,73.0,64.0,82.0,56.0,71.0,74.0,28.0,70.0,65.0,57.0,76.0,49.0,24.0,30.0,37.0,51.0,59.0,79.0,135.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,7.0,2.0,3.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1658,47
13259,996,3596,3209,2209,6621,0.15043,0.5431199999999999,0.48467,0.333635,1757,37.9,33053,-0.73083,100.0,0.0,1.0,5.0,9.0,2.0,8.0,6.0,6.0,5.0,10.0,4.0,6.0,20.0,29.0,72.0,29.0,19.0,6.0,10.0,8.0,5.0,56.0,38.0,23.0,32.0,53.0,59.0,2.0,0.0,3.0,9.0,36.0,45.0,4.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,633,17
13261,5174,16599,15620,1826,29524,0.175247,0.562221,0.529061,0.061848,7208,25.7,37562,-0.42523,41.8,58.2,80.0,142.0,89.0,39.0,35.0,14.0,16.0,24.0,36.0,18.0,13.0,26.0,18.0,21.0,36.0,57.0,29.0,31.0,33.0,22.0,38.0,34.0,30.0,19.0,18.0,11.0,12.0,5.0,8.0,5.0,8.0,195.0,15.0,19.0,40.0,101.0,4.0,5.0,5.0,7.0,7.0,4.0,7.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1337,72
13263,1577,3559,3415,181,6195,0.25456,0.574496,0.551251,0.029217,1550,24.8,37265,-0.74073,93.9,6.1,3.0,6.0,7.0,5.0,5.0,1.0,1.0,6.0,4.0,3.0,4.0,12.0,11.0,13.0,12.0,12.0,14.0,7.0,10.0,10.0,6.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,7.0,2.0,35.0,10.0,4.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,241,8
13265,431,905,847,62,1537,0.280416,0.588809,0.551074,0.040338,395,24.6,34090,-0.92295,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
13267,3803,8288,7459,3089,25286,0.150399,0.32777,0.294985,0.12216199999999999,5298,25.6,41440,-0.43818999999999997,68.2,31.8,3.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,9.0,7.0,16.0,34.0,39.0,37.0,35.0,64.0,62.0,90.0,87.0,91.0,54.0,29.0,40.0,32.0,39.0,53.0,16.0,21.0,29.0,21.0,35.0,73.0,16.0,74.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,2.0,1.0,4.0,1184,30
13269,1677,3225,3019,211,8020,0.209102,0.40212,0.376434,0.026309,1813,22.9,36310,-0.65084,100.0,0.0,2.0,5.0,3.0,6.0,2.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,4.0,16.0,4.0,14.0,13.0,21.0,11.0,39.0,11.0,12.0,28.0,4.0,9.0,2.0,5.0,4.0,9.0,70.0,9.0,21.0,21.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,418,13
13271,2976,6251,5853,2411,15860,0.187642,0.394136,0.369042,0.15201800000000001,4042,31.9,34297,-0.59082,47.0,53.0,3.0,6.0,5.0,12.0,2.0,0.0,1.0,3.0,5.0,1.0,13.0,12.0,26.0,36.0,50.0,26.0,32.0,18.0,27.0,28.0,19.0,21.0,12.0,10.0,9.0,6.0,12.0,8.0,26.0,72.0,3.0,122.0,10.0,8.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,667,30
13273,1713,5344,5123,245,8531,0.200797,0.626421,0.6005159999999999,0.028719,2311,27.8,35290,-0.66467,51.0,49.0,52.0,52.0,41.0,20.0,20.0,13.0,1.0,12.0,2.0,4.0,1.0,0.0,7.0,8.0,13.0,15.0,14.0,17.0,10.0,6.0,2.0,8.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,42.0,4.0,4.0,5.0,29.0,2.0,8.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,432,33
13275,8304,17534,16103,1748,44451,0.18681199999999998,0.394457,0.362264,0.039324,8846,20.2,41642,-0.44425,46.0,54.0,26.0,48.0,41.0,42.0,34.0,51.0,41.0,26.0,15.0,29.0,8.0,10.0,44.0,77.0,94.0,95.0,140.0,161.0,127.0,128.0,86.0,65.0,67.0,0.0,43.0,17.0,17.0,35.0,29.0,23.0,27.0,163.0,44.0,52.0,56.0,103.0,0.0,3.0,10.0,3.0,3.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,6.0,3.0,0.0,5.0,3.0,1.0,1.0,1.0,2.0,6.0,0.0,4.0,0.0,2.0,2035,83
13277,6259,13923,12492,4954,40644,0.153996,0.34256,0.307352,0.12188800000000001,7636,19.6,45680,-0.41663,40.8,59.2,34.0,23.0,25.0,18.0,26.0,26.0,24.0,37.0,43.0,49.0,80.0,128.0,173.0,129.0,154.0,132.0,49.0,91.0,80.0,74.0,43.0,58.0,70.0,62.0,60.0,83.0,51.0,39.0,43.0,38.0,39.0,186.0,86.0,115.0,161.0,219.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,5.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,0.0,3.0,2752,78
13279,4549,7946,7056,3173,26830,0.169549,0.296161,0.262989,0.11826300000000001,6615,24.9,37148,-0.51374,51.1,48.9,5.0,6.0,9.0,7.0,5.0,8.0,4.0,6.0,6.0,6.0,39.0,42.0,82.0,46.0,50.0,67.0,100.0,134.0,119.0,116.0,105.0,92.0,86.0,73.0,64.0,49.0,33.0,47.0,35.0,30.0,47.0,76.0,25.0,53.0,30.0,51.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,11.0,7.0,8.0,6.0,2.0,3.0,2.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,1757,70
13281,4206,451,140,389,12037,0.349423,0.037468,0.011631,0.032317,1704,16.0,45853,-0.6644899999999999,100.0,0.0,1.0,2.0,7.0,10.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,4.0,2.0,11.0,16.0,16.0,17.0,13.0,31.0,16.0,22.0,21.0,22.0,31.0,43.0,32.0,19.0,34.0,19.0,27.0,27.0,31.0,36.0,22.0,25.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,3.0,4.0,4.0,604,33
13283,1289,2323,2199,208,6901,0.18678499999999998,0.336618,0.31864899999999996,0.030141,1684,26.3,35069,-0.64784,58.9,41.1,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,5.0,3.0,2.0,4.0,4.0,19.0,10.0,20.0,20.0,22.0,20.0,32.0,31.0,24.0,12.0,7.0,13.0,6.0,11.0,16.0,12.0,15.0,46.0,10.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,390,15
13285,10638,28820,25546,2609,69922,0.152141,0.412174,0.36535,0.037313,13643,20.2,45234,-0.42382,44.3,55.7,32.0,23.0,27.0,40.0,32.0,31.0,14.0,46.0,62.0,109.0,317.0,214.0,353.0,282.0,162.0,113.0,212.0,90.0,121.0,120.0,96.0,88.0,58.0,50.0,60.0,48.0,45.0,48.0,64.0,62.0,49.0,498.0,138.0,132.0,84.0,159.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,12.0,3.0,5.0,4.0,3.0,6.0,8.0,11.0,6.0,7.0,3.0,5.0,6.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,6.0,4097,126
13287,1596,3440,3194,386,7985,0.199875,0.43080799999999997,0.4,0.048341,2109,27.9,33261,-0.6029,49.7,50.3,12.0,17.0,22.0,11.0,7.0,9.0,3.0,15.0,22.0,21.0,11.0,16.0,9.0,3.0,11.0,24.0,0.0,19.0,21.0,17.0,11.0,4.0,5.0,5.0,5.0,9.0,15.0,7.0,7.0,3.0,5.0,55.0,15.0,19.0,20.0,27.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,474,25
13289,1895,3512,3303,219,8120,0.23337399999999997,0.432512,0.406773,0.026969999999999997,1719,21.3,42054,-0.67523,100.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,4.0,1.0,3.0,2.0,0.0,5.0,13.0,11.0,15.0,26.0,23.0,16.0,25.0,9.0,4.0,6.0,7.0,4.0,12.0,6.0,5.0,6.0,6.0,14.0,6.0,9.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,275,19
13291,8263,775,213,874,24511,0.33711399999999997,0.031618,0.00869,0.035657,3268,13.8,45943,-0.58115,100.0,0.0,1.0,6.0,3.0,18.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,11.0,11.0,21.0,36.0,32.0,38.0,55.0,71.0,66.0,66.0,53.0,83.0,61.0,97.0,40.0,46.0,11.0,26.0,31.0,1533.0,0.0,48.0,40.0,59.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,25.0,2.0,2.0,2.0,1139,38
13293,4882,8227,7488,628,26320,0.18548599999999998,0.312576,0.28449800000000003,0.02386,5566,21.6,40965,-0.51159,46.9,53.1,10.0,41.0,119.0,26.0,29.0,24.0,9.0,14.0,8.0,10.0,5.0,24.0,29.0,29.0,10.0,20.0,33.0,41.0,42.0,101.0,31.0,0.0,27.0,25.0,43.0,37.0,20.0,12.0,8.0,6.0,12.0,486.0,62.0,70.0,54.0,83.0,0.0,1.0,7.0,6.0,4.0,6.0,5.0,4.0,1.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,4.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,1599,80
13295,13199,5090,3060,1740,69761,0.189203,0.072963,0.043864,0.024942,10542,15.5,43767,-0.37911,43.9,56.1,3.0,3.0,7.0,46.0,1.0,4.0,10.0,21.0,46.0,51.0,27.0,64.0,30.0,30.0,29.0,36.0,45.0,95.0,136.0,124.0,95.0,118.0,102.0,151.0,152.0,101.0,89.0,55.0,75.0,95.0,100.0,154.0,174.0,222.0,172.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,2860,54
13297,14868,21590,17842,4654,94593,0.15717899999999999,0.22824099999999997,0.188619,0.0492,10993,11.9,65416,-0.30898000000000003,42.7,57.3,16.0,20.0,22.0,39.0,35.0,19.0,7.0,28.0,79.0,33.0,26.0,19.0,38.0,78.0,79.0,93.0,106.0,197.0,169.0,156.0,96.0,93.0,130.0,89.0,66.0,69.0,60.0,91.0,80.0,277.0,78.0,388.0,137.0,175.0,196.0,311.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,3616,82
13299,6272,12030,10788,1574,35734,0.175519,0.336654,0.30189699999999997,0.044048000000000004,7827,23.6,38357,-0.45819,29.4,70.6,18.0,32.0,30.0,25.0,24.0,26.0,16.0,35.0,22.0,19.0,20.0,42.0,85.0,114.0,114.0,213.0,148.0,90.0,62.0,75.0,76.0,41.0,46.0,36.0,52.0,24.0,36.0,36.0,141.0,24.0,42.0,643.0,70.0,90.0,44.0,55.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,8.0,8.0,1.0,5.0,2.0,4.0,6.0,3.0,0.0,0.0,2.0,2.0,8.0,3.0,3.0,0.0,3.0,2666,82
13301,1216,3179,3065,88,5254,0.23144299999999998,0.605063,0.5833649999999999,0.016749,1330,25.7,38352,-0.8157,100.0,0.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,15.0,0.0,10.0,20.0,15.0,20.0,7.0,6.0,1.0,7.0,14.0,11.0,5.0,2.0,0.0,6.0,22.0,8.0,13.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,226,8
13303,3627,11388,10966,534,20374,0.178021,0.558948,0.538235,0.02621,4787,25.9,39444,-0.5008199999999999,65.6,34.4,5.0,16.0,3.0,10.0,10.0,9.0,10.0,10.0,1.0,0.0,2.0,3.0,12.0,42.0,50.0,38.0,105.0,84.0,48.0,73.0,52.0,24.0,17.0,13.0,13.0,20.0,19.0,20.0,14.0,33.0,36.0,151.0,71.0,48.0,44.0,47.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,6.0,3.0,3.0,4.0,6.0,1155,35
13305,4783,7103,6032,1948,29927,0.159822,0.237344,0.201557,0.065092,5147,18.6,44607,-0.56775,57.9,42.1,0.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,4.0,5.0,10.0,9.0,11.0,44.0,59.0,134.0,210.0,113.0,121.0,127.0,51.0,37.0,54.0,48.0,34.0,36.0,29.0,25.0,19.0,25.0,41.0,175.0,74.0,40.0,110.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,6.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,5.0,5.0,2.0,3.0,1.0,1726,49
13307,619,1173,1099,130,2607,0.237438,0.449942,0.42155699999999996,0.049866,592,22.7,38187,-0.8401,100.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0,3.0,7.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,2
13309,1159,3107,2967,423,7855,0.147549,0.395544,0.37772100000000003,0.053850999999999996,2116,39.6,32691,-0.6335,100.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,9.0,12.0,8.0,11.0,3.0,18.0,5.0,4.0,7.0,12.0,28.0,14.0,9.0,151.0,17.0,9.0,14.0,10.0,0.0,12.0,3.0,46.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,426,19
13311,7191,1515,625,1034,30798,0.23348899999999997,0.049192,0.020294,0.033574,4118,14.1,51579,-0.56107,83.8,16.2,3.0,8.0,9.0,18.0,40.0,10.0,1.0,4.0,8.0,12.0,11.0,5.0,10.0,11.0,19.0,41.0,43.0,46.0,54.0,38.0,49.0,70.0,80.0,63.0,68.0,110.0,63.0,61.0,27.0,15.0,24.0,44.0,47.0,124.0,74.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1422,28
13313,15045,9847,4607,38014,104628,0.143795,0.094114,0.044032,0.363325,14567,14.2,47074,-0.39096,29.1,70.9,16.0,8.0,19.0,20.0,55.0,31.0,31.0,90.0,81.0,111.0,113.0,166.0,235.0,299.0,490.0,414.0,392.0,564.0,361.0,204.0,119.0,143.0,144.0,155.0,175.0,115.0,147.0,153.0,214.0,260.0,321.0,454.0,515.0,660.0,557.0,668.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,8.0,0.0,4.0,3.0,7.0,8.0,7.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,5.0,8.0,8580,90
13315,1569,3214,2979,429,8635,0.181702,0.372206,0.344991,0.049682,2101,30.8,35961,-0.6260899999999999,100.0,0.0,2.0,3.0,35.0,28.0,22.0,5.0,0.0,3.0,13.0,6.0,1.0,3.0,5.0,5.0,3.0,12.0,5.0,13.0,17.0,17.0,12.0,12.0,5.0,7.0,9.0,5.0,1.0,0.0,3.0,3.0,4.0,68.0,8.0,22.0,16.0,35.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,411,28
13317,2320,4325,4018,525,9777,0.237292,0.44236499999999995,0.41096499999999997,0.053697,1965,20.3,39361,-0.68172,67.4,32.6,3.0,3.0,5.0,11.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,7.0,9.0,22.0,24.0,41.0,22.0,15.0,13.0,10.0,11.0,10.0,12.0,15.0,12.0,7.0,2.0,3.0,6.0,13.0,25.0,43.0,35.0,28.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,486,10
13319,1808,3647,3405,277,8954,0.20192100000000002,0.407304,0.380277,0.030936,2062,23.3,41036,-0.60488,100.0,0.0,2.0,8.0,10.0,10.0,5.0,4.0,6.0,19.0,5.0,2.0,2.0,0.0,2.0,7.0,31.0,19.0,23.0,23.0,33.0,24.0,22.0,32.0,9.0,12.0,22.0,3.0,10.0,9.0,5.0,7.0,6.0,25.0,15.0,13.0,12.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,466,18
13321,4024,6159,5670,487,20247,0.198745,0.304193,0.280041,0.024053,4128,20.5,48708,-0.5685600000000001,69.2,30.8,35.0,43.0,41.0,21.0,22.0,20.0,13.0,9.0,6.0,23.0,23.0,26.0,18.0,24.0,30.0,18.0,25.0,24.0,23.0,24.0,15.0,16.0,14.0,3.0,4.0,11.0,14.0,24.0,15.0,21.0,5.0,70.0,10.0,16.0,28.0,58.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,792,38
