"Sample ID","Input","Input Type","Protocol Name","Output","Output Type"
"MBSMPL0020-6-188","MBSMPL0020-6-188","sample from organism","dna extraction","ERS1215619 (Extract)","DNA extract"
"MBSMPL0020-6-189","ERS1215620 (Assay)","Assay","data transformation","ERS1215620 (OTU)","data item"
"MBSMPL0020-6-189","ERS1215620 (Extract)","DNA extract","dna sequencing","ERS1215620 (Assay)","Assay"
"MBSMPL0020-6-189","MBSMPL0020-6-189","sample from organism","dna extraction","ERS1215620 (Extract)","DNA extract"
"MBSMPL0020-6-19","ERS1212528 (Assay)","Assay","data transformation","ERS1212528 (OTU)","data item"
"MBSMPL0020-6-19","ERS1212528 (Extract)","DNA extract","dna sequencing","ERS1212528 (Assay)","Assay"
"MBSMPL0020-6-19","MBSMPL0020-6-19","sample from organism","dna extraction","ERS1212528 (Extract)","DNA extract"
"MBSMPL0020-6-190","ERS1212615 (Assay)","Assay","data transformation","ERS1212615 (OTU)","data item"
"MBSMPL0020-6-190","ERS1212615 (Extract)","DNA extract","dna sequencing","ERS1212615 (Assay)","Assay"
"MBSMPL0020-6-190","MBSMPL0020-6-190","sample from organism","dna extraction","ERS1212615 (Extract)","DNA extract"
"MBSMPL0020-6-191","ERS1212616 (Assay)","Assay","data transformation","ERS1212616 (OTU)","data item"
"MBSMPL0020-6-191","ERS1212616 (Extract)","DNA extract","dna sequencing","ERS1212616 (Assay)","Assay"
"MBSMPL0020-6-191","MBSMPL0020-6-191","sample from organism","dna extraction","ERS1212616 (Extract)","DNA extract"
"MBSMPL0020-6-192","ERS1212617 (Assay)","Assay","data transformation","ERS1212617 (OTU)","data item"
"MBSMPL0020-6-192","ERS1212617 (Extract)","DNA extract","dna sequencing","ERS1212617 (Assay)","Assay"
"MBSMPL0020-6-192","MBSMPL0020-6-192","sample from organism","dna extraction","ERS1212617 (Extract)","DNA extract"
"MBSMPL0020-6-193","ERS1212618 (Assay)","Assay","data transformation","ERS1212618 (OTU)","data item"
"MBSMPL0020-6-193","ERS1212618 (Extract)","DNA extract","dna sequencing","ERS1212618 (Assay)","Assay"
"MBSMPL0020-6-193","MBSMPL0020-6-193","sample from organism","dna extraction","ERS1212618 (Extract)","DNA extract"
"MBSMPL0020-6-194","ERS1212619 (Assay)","Assay","data transformation","ERS1212619 (OTU)","data item"
"MBSMPL0020-6-194","ERS1212619 (Extract)","DNA extract","dna sequencing","ERS1212619 (Assay)","Assay"
"MBSMPL0020-6-194","MBSMPL0020-6-194","sample from organism","dna extraction","ERS1212619 (Extract)","DNA extract"
"MBSMPL0020-6-195","ERS1212620 (Assay)","Assay","data transformation","ERS1212620 (OTU)","data item"
"MBSMPL0020-6-195","ERS1212620 (Extract)","DNA extract","dna sequencing","ERS1212620 (Assay)","Assay"
"MBSMPL0020-6-195","MBSMPL0020-6-195","sample from organism","dna extraction","ERS1212620 (Extract)","DNA extract"
"MBSMPL0020-6-196","ERS1212621 (Assay)","Assay","data transformation","ERS1212621 (OTU)","data item"
"MBSMPL0020-6-196","ERS1212621 (Extract)","DNA extract","dna sequencing","ERS1212621 (Assay)","Assay"
"MBSMPL0020-6-196","MBSMPL0020-6-196","sample from organism","dna extraction","ERS1212621 (Extract)","DNA extract"
"MBSMPL0020-6-197","ERS1212622 (Assay)","Assay","data transformation","ERS1212622 (OTU)","data item"
"MBSMPL0020-6-197","ERS1212622 (Extract)","DNA extract","dna sequencing","ERS1212622 (Assay)","Assay"
"MBSMPL0020-6-197","MBSMPL0020-6-197","sample from organism","dna extraction","ERS1212622 (Extract)","DNA extract"
"MBSMPL0020-6-198","ERS1212623 (Assay)","Assay","data transformation","ERS1212623 (OTU)","data item"
"MBSMPL0020-6-198","ERS1212623 (Extract)","DNA extract","dna sequencing","ERS1212623 (Assay)","Assay"
"MBSMPL0020-6-198","MBSMPL0020-6-198","sample from organism","dna extraction","ERS1212623 (Extract)","DNA extract"
"MBSMPL0020-6-199","ERS1212624 (Assay)","Assay","data transformation","ERS1212624 (OTU)","data item"
"MBSMPL0020-6-199","ERS1212624 (Extract)","DNA extract","dna sequencing","ERS1212624 (Assay)","Assay"
"MBSMPL0020-6-199","MBSMPL0020-6-199","sample from organism","dna extraction","ERS1212624 (Extract)","DNA extract"
"MBSMPL0020-6-2","ERS1212512 (Assay)","Assay","data transformation","ERS1212512 (OTU)","data item"
"MBSMPL0020-6-2","ERS1212512 (Extract)","DNA extract","dna sequencing","ERS1212512 (Assay)","Assay"
"MBSMPL0020-6-2","MBSMPL0020-6-2","sample from organism","dna extraction","ERS1212512 (Extract)","DNA extract"
"MBSMPL0020-6-20","ERS1212529 (Assay)","Assay","data transformation","ERS1212529 (OTU)","data item"
"MBSMPL0020-6-20","ERS1212529 (Extract)","DNA extract","dna sequencing","ERS1212529 (Assay)","Assay"
"MBSMPL0020-6-20","MBSMPL0020-6-20","sample from organism","dna extraction","ERS1212529 (Extract)","DNA extract"
"MBSMPL0020-6-200","ERS1212625 (Assay)","Assay","data transformation","ERS1212625 (OTU)","data item"
"MBSMPL0020-6-200","ERS1212625 (Extract)","DNA extract","dna sequencing","ERS1212625 (Assay)","Assay"
"MBSMPL0020-6-200","MBSMPL0020-6-200","sample from organism","dna extraction","ERS1212625 (Extract)","DNA extract"
"MBSMPL0020-6-201","ERS1212626 (Assay)","Assay","data transformation","ERS1212626 (OTU)","data item"
"MBSMPL0020-6-201","ERS1212626 (Extract)","DNA extract","dna sequencing","ERS1212626 (Assay)","Assay"
"MBSMPL0020-6-201","MBSMPL0020-6-201","sample from organism","dna extraction","ERS1212626 (Extract)","DNA extract"
"MBSMPL0020-6-202","ERS1215621 (Assay)","Assay","data transformation","ERS1215621 (OTU)","data item"
"MBSMPL0020-6-202","ERS1215621 (Extract)","DNA extract","dna sequencing","ERS1215621 (Assay)","Assay"
"MBSMPL0020-6-202","MBSMPL0020-6-202","sample from organism","dna extraction","ERS1215621 (Extract)","DNA extract"
"MBSMPL0020-6-203","ERS1216179 (Assay)","Assay","data transformation","ERS1216179 (OTU)","data item"
"MBSMPL0020-6-203","ERS1216179 (Extract)","DNA extract","dna sequencing","ERS1216179 (Assay)","Assay"
"MBSMPL0020-6-203","MBSMPL0020-6-203","sample from organism","dna extraction","ERS1216179 (Extract)","DNA extract"
"MBSMPL0020-6-204","ERS1216180 (Assay)","Assay","data transformation","ERS1216180 (OTU)","data item"
"MBSMPL0020-6-204","ERS1216180 (Extract)","DNA extract","dna sequencing","ERS1216180 (Assay)","Assay"
"MBSMPL0020-6-204","MBSMPL0020-6-204","sample from organism","dna extraction","ERS1216180 (Extract)","DNA extract"
"MBSMPL0020-6-205","ERS1216181 (Assay)","Assay","data transformation","ERS1216181 (OTU)","data item"
"MBSMPL0020-6-205","ERS1216181 (Extract)","DNA extract","dna sequencing","ERS1216181 (Assay)","Assay"
"MBSMPL0020-6-205","MBSMPL0020-6-205","sample from organism","dna extraction","ERS1216181 (Extract)","DNA extract"
"MBSMPL0020-6-206","ERS1215622 (Assay)","Assay","data transformation","ERS1215622 (OTU)","data item"
"MBSMPL0020-6-206","ERS1215622 (Extract)","DNA extract","dna sequencing","ERS1215622 (Assay)","Assay"
"MBSMPL0020-6-206","MBSMPL0020-6-206","sample from organism","dna extraction","ERS1215622 (Extract)","DNA extract"
"MBSMPL0020-6-207","ERS1215844 (Assay)","Assay","data transformation","ERS1215844 (OTU)","data item"
"MBSMPL0020-6-207","ERS1215844 (Extract)","DNA extract","dna sequencing","ERS1215844 (Assay)","Assay"
"MBSMPL0020-6-207","MBSMPL0020-6-207","sample from organism","dna extraction","ERS1215844 (Extract)","DNA extract"
"MBSMPL0020-6-208","ERS1215845 (Assay)","Assay","data transformation","ERS1215845 (OTU)","data item"
"MBSMPL0020-6-208","ERS1215845 (Extract)","DNA extract","dna sequencing","ERS1215845 (Assay)","Assay"
"MBSMPL0020-6-208","MBSMPL0020-6-208","sample from organism","dna extraction","ERS1215845 (Extract)","DNA extract"
"MBSMPL0020-6-209","ERS1215846 (Assay)","Assay","data transformation","ERS1215846 (OTU)","data item"
"MBSMPL0020-6-209","ERS1215846 (Extract)","DNA extract","dna sequencing","ERS1215846 (Assay)","Assay"
"MBSMPL0020-6-209","MBSMPL0020-6-209","sample from organism","dna extraction","ERS1215846 (Extract)","DNA extract"
"MBSMPL0020-6-21","ERS1212530 (Assay)","Assay","data transformation","ERS1212530 (OTU)","data item"
"MBSMPL0020-6-21","ERS1212530 (Extract)","DNA extract","dna sequencing","ERS1212530 (Assay)","Assay"
"MBSMPL0020-6-21","MBSMPL0020-6-21","sample from organism","dna extraction","ERS1212530 (Extract)","DNA extract"
"MBSMPL0020-6-210","ERS1215847 (Assay)","Assay","data transformation","ERS1215847 (OTU)","data item"
"MBSMPL0020-6-210","ERS1215847 (Extract)","DNA extract","dna sequencing","ERS1215847 (Assay)","Assay"
"MBSMPL0020-6-210","MBSMPL0020-6-210","sample from organism","dna extraction","ERS1215847 (Extract)","DNA extract"
"MBSMPL0020-6-211","ERS1215848 (Assay)","Assay","data transformation","ERS1215848 (OTU)","data item"
"MBSMPL0020-6-211","ERS1215848 (Extract)","DNA extract","dna sequencing","ERS1215848 (Assay)","Assay"
"MBSMPL0020-6-211","MBSMPL0020-6-211","sample from organism","dna extraction","ERS1215848 (Extract)","DNA extract"
"MBSMPL0020-6-212","ERS1215623 (Assay)","Assay","data transformation","ERS1215623 (OTU)","data item"
"MBSMPL0020-6-212","ERS1215623 (Extract)","DNA extract","dna sequencing","ERS1215623 (Assay)","Assay"
"MBSMPL0020-6-212","MBSMPL0020-6-212","sample from organism","dna extraction","ERS1215623 (Extract)","DNA extract"
"MBSMPL0020-6-213","ERS1215624 (Assay)","Assay","data transformation","ERS1215624 (OTU)","data item"
"MBSMPL0020-6-213","ERS1215624 (Extract)","DNA extract","dna sequencing","ERS1215624 (Assay)","Assay"
"MBSMPL0020-6-213","MBSMPL0020-6-213","sample from organism","dna extraction","ERS1215624 (Extract)","DNA extract"
"MBSMPL0020-6-214","ERS1212627 (Assay)","Assay","data transformation","ERS1212627 (OTU)","data item"
"MBSMPL0020-6-214","ERS1212627 (Extract)","DNA extract","dna sequencing","ERS1212627 (Assay)","Assay"
"MBSMPL0020-6-214","MBSMPL0020-6-214","sample from organism","dna extraction","ERS1212627 (Extract)","DNA extract"
"MBSMPL0020-6-215","ERS1212628 (Assay)","Assay","data transformation","ERS1212628 (OTU)","data item"
"MBSMPL0020-6-215","ERS1212628 (Extract)","DNA extract","dna sequencing","ERS1212628 (Assay)","Assay"
"MBSMPL0020-6-215","MBSMPL0020-6-215","sample from organism","dna extraction","ERS1212628 (Extract)","DNA extract"
"MBSMPL0020-6-216","ERS1212629 (Assay)","Assay","data transformation","ERS1212629 (OTU)","data item"
"MBSMPL0020-6-216","ERS1212629 (Extract)","DNA extract","dna sequencing","ERS1212629 (Assay)","Assay"
"MBSMPL0020-6-216","MBSMPL0020-6-216","sample from organism","dna extraction","ERS1212629 (Extract)","DNA extract"
"MBSMPL0020-6-217","ERS1212630 (Assay)","Assay","data transformation","ERS1212630 (OTU)","data item"
"MBSMPL0020-6-217","ERS1212630 (Extract)","DNA extract","dna sequencing","ERS1212630 (Assay)","Assay"
"MBSMPL0020-6-217","MBSMPL0020-6-217","sample from organism","dna extraction","ERS1212630 (Extract)","DNA extract"
"MBSMPL0020-6-218","ERS1212631 (Assay)","Assay","data transformation","ERS1212631 (OTU)","data item"
"MBSMPL0020-6-218","ERS1212631 (Extract)","DNA extract","dna sequencing","ERS1212631 (Assay)","Assay"
"MBSMPL0020-6-218","MBSMPL0020-6-218","sample from organism","dna extraction","ERS1212631 (Extract)","DNA extract"
"MBSMPL0020-6-219","ERS1212632 (Assay)","Assay","data transformation","ERS1212632 (OTU)","data item"
"MBSMPL0020-6-219","ERS1212632 (Extract)","DNA extract","dna sequencing","ERS1212632 (Assay)","Assay"
"MBSMPL0020-6-219","MBSMPL0020-6-219","sample from organism","dna extraction","ERS1212632 (Extract)","DNA extract"
"MBSMPL0020-6-22","ERS1212531 (Assay)","Assay","data transformation","ERS1212531 (OTU)","data item"
"MBSMPL0020-6-22","ERS1212531 (Extract)","DNA extract","dna sequencing","ERS1212531 (Assay)","Assay"
"MBSMPL0020-6-22","MBSMPL0020-6-22","sample from organism","dna extraction","ERS1212531 (Extract)","DNA extract"
"MBSMPL0020-6-220","ERS1212633 (Assay)","Assay","data transformation","ERS1212633 (OTU)","data item"
"MBSMPL0020-6-220","ERS1212633 (Extract)","DNA extract","dna sequencing","ERS1212633 (Assay)","Assay"
"MBSMPL0020-6-220","MBSMPL0020-6-220","sample from organism","dna extraction","ERS1212633 (Extract)","DNA extract"
"MBSMPL0020-6-221","ERS1212634 (Assay)","Assay","data transformation","ERS1212634 (OTU)","data item"
"MBSMPL0020-6-221","ERS1212634 (Extract)","DNA extract","dna sequencing","ERS1212634 (Assay)","Assay"
"MBSMPL0020-6-221","MBSMPL0020-6-221","sample from organism","dna extraction","ERS1212634 (Extract)","DNA extract"
"MBSMPL0020-6-222","ERS1212635 (Assay)","Assay","data transformation","ERS1212635 (OTU)","data item"
"MBSMPL0020-6-222","ERS1212635 (Extract)","DNA extract","dna sequencing","ERS1212635 (Assay)","Assay"
"MBSMPL0020-6-222","MBSMPL0020-6-222","sample from organism","dna extraction","ERS1212635 (Extract)","DNA extract"
"MBSMPL0020-6-223","ERS1216182 (Assay)","Assay","data transformation","ERS1216182 (OTU)","data item"
"MBSMPL0020-6-223","ERS1216182 (Extract)","DNA extract","dna sequencing","ERS1216182 (Assay)","Assay"
"MBSMPL0020-6-223","MBSMPL0020-6-223","sample from organism","dna extraction","ERS1216182 (Extract)","DNA extract"
"MBSMPL0020-6-224","ERS1216183 (Assay)","Assay","data transformation","ERS1216183 (OTU)","data item"
"MBSMPL0020-6-224","ERS1216183 (Extract)","DNA extract","dna sequencing","ERS1216183 (Assay)","Assay"
"MBSMPL0020-6-224","MBSMPL0020-6-224","sample from organism","dna extraction","ERS1216183 (Extract)","DNA extract"
"MBSMPL0020-6-225","ERS1215849 (Assay)","Assay","data transformation","ERS1215849 (OTU)","data item"
"MBSMPL0020-6-225","ERS1215849 (Extract)","DNA extract","dna sequencing","ERS1215849 (Assay)","Assay"
"MBSMPL0020-6-225","MBSMPL0020-6-225","sample from organism","dna extraction","ERS1215849 (Extract)","DNA extract"
"MBSMPL0020-6-226","ERS1216184 (Assay)","Assay","data transformation","ERS1216184 (OTU)","data item"
"MBSMPL0020-6-226","ERS1216184 (Extract)","DNA extract","dna sequencing","ERS1216184 (Assay)","Assay"
"MBSMPL0020-6-226","MBSMPL0020-6-226","sample from organism","dna extraction","ERS1216184 (Extract)","DNA extract"
"MBSMPL0020-6-227","ERS1215850 (Assay)","Assay","data transformation","ERS1215850 (OTU)","data item"
"MBSMPL0020-6-227","ERS1215850 (Extract)","DNA extract","dna sequencing","ERS1215850 (Assay)","Assay"
"MBSMPL0020-6-227","MBSMPL0020-6-227","sample from organism","dna extraction","ERS1215850 (Extract)","DNA extract"
"MBSMPL0020-6-228","ERS1215625 (Assay)","Assay","data transformation","ERS1215625 (OTU)","data item"
"MBSMPL0020-6-228","ERS1215625 (Extract)","DNA extract","dna sequencing","ERS1215625 (Assay)","Assay"
"MBSMPL0020-6-228","MBSMPL0020-6-228","sample from organism","dna extraction","ERS1215625 (Extract)","DNA extract"
"MBSMPL0020-6-229","ERS1215851 (Assay)","Assay","data transformation","ERS1215851 (OTU)","data item"
"MBSMPL0020-6-229","ERS1215851 (Extract)","DNA extract","dna sequencing","ERS1215851 (Assay)","Assay"
"MBSMPL0020-6-229","MBSMPL0020-6-229","sample from organism","dna extraction","ERS1215851 (Extract)","DNA extract"
"MBSMPL0020-6-23","ERS1212532 (Assay)","Assay","data transformation","ERS1212532 (OTU)","data item"
"MBSMPL0020-6-23","ERS1212532 (Extract)","DNA extract","dna sequencing","ERS1212532 (Assay)","Assay"
"MBSMPL0020-6-23","MBSMPL0020-6-23","sample from organism","dna extraction","ERS1212532 (Extract)","DNA extract"
"MBSMPL0020-6-230","ERS1215852 (Assay)","Assay","data transformation","ERS1215852 (OTU)","data item"
"MBSMPL0020-6-230","ERS1215852 (Extract)","DNA extract","dna sequencing","ERS1215852 (Assay)","Assay"
"MBSMPL0020-6-230","MBSMPL0020-6-230","sample from organism","dna extraction","ERS1215852 (Extract)","DNA extract"
"MBSMPL0020-6-231","ERS1215626 (Assay)","Assay","data transformation","ERS1215626 (OTU)","data item"
"MBSMPL0020-6-231","ERS1215626 (Extract)","DNA extract","dna sequencing","ERS1215626 (Assay)","Assay"
"MBSMPL0020-6-231","MBSMPL0020-6-231","sample from organism","dna extraction","ERS1215626 (Extract)","DNA extract"
"MBSMPL0020-6-232","ERS1215853 (Assay)","Assay","data transformation","ERS1215853 (OTU)","data item"
"MBSMPL0020-6-232","ERS1215853 (Extract)","DNA extract","dna sequencing","ERS1215853 (Assay)","Assay"
"MBSMPL0020-6-232","MBSMPL0020-6-232","sample from organism","dna extraction","ERS1215853 (Extract)","DNA extract"
"MBSMPL0020-6-233","ERS1215854 (Assay)","Assay","data transformation","ERS1215854 (OTU)","data item"
"MBSMPL0020-6-233","ERS1215854 (Extract)","DNA extract","dna sequencing","ERS1215854 (Assay)","Assay"
"MBSMPL0020-6-233","MBSMPL0020-6-233","sample from organism","dna extraction","ERS1215854 (Extract)","DNA extract"
"MBSMPL0020-6-234","ERS1215627 (Assay)","Assay","data transformation","ERS1215627 (OTU)","data item"
"MBSMPL0020-6-234","ERS1215627 (Extract)","DNA extract","dna sequencing","ERS1215627 (Assay)","Assay"
"MBSMPL0020-6-234","MBSMPL0020-6-234","sample from organism","dna extraction","ERS1215627 (Extract)","DNA extract"
"MBSMPL0020-6-235","ERS1215628 (Assay)","Assay","data transformation","ERS1215628 (OTU)","data item"
"MBSMPL0020-6-235","ERS1215628 (Extract)","DNA extract","dna sequencing","ERS1215628 (Assay)","Assay"
"MBSMPL0020-6-235","MBSMPL0020-6-235","sample from organism","dna extraction","ERS1215628 (Extract)","DNA extract"
"MBSMPL0020-6-236","ERS1215629 (Assay)","Assay","data transformation","ERS1215629 (OTU)","data item"
"MBSMPL0020-6-236","ERS1215629 (Extract)","DNA extract","dna sequencing","ERS1215629 (Assay)","Assay"
"MBSMPL0020-6-236","MBSMPL0020-6-236","sample from organism","dna extraction","ERS1215629 (Extract)","DNA extract"
"MBSMPL0020-6-237","ERS1212636 (Assay)","Assay","data transformation","ERS1212636 (OTU)","data item"
"MBSMPL0020-6-237","ERS1212636 (Extract)","DNA extract","dna sequencing","ERS1212636 (Assay)","Assay"
"MBSMPL0020-6-237","MBSMPL0020-6-237","sample from organism","dna extraction","ERS1212636 (Extract)","DNA extract"
"MBSMPL0020-6-238","ERS1212637 (Assay)","Assay","data transformation","ERS1212637 (OTU)","data item"
"MBSMPL0020-6-238","ERS1212637 (Extract)","DNA extract","dna sequencing","ERS1212637 (Assay)","Assay"
"MBSMPL0020-6-238","MBSMPL0020-6-238","sample from organism","dna extraction","ERS1212637 (Extract)","DNA extract"
"MBSMPL0020-6-239","ERS1213547 (Assay)","Assay","data transformation","ERS1213547 (OTU)","data item"
"MBSMPL0020-6-239","ERS1213547 (Extract)","DNA extract","dna sequencing","ERS1213547 (Assay)","Assay"
"MBSMPL0020-6-239","MBSMPL0020-6-239","sample from organism","dna extraction","ERS1213547 (Extract)","DNA extract"
"MBSMPL0020-6-24","ERS1212533 (Assay)","Assay","data transformation","ERS1212533 (OTU)","data item"
"MBSMPL0020-6-24","ERS1212533 (Extract)","DNA extract","dna sequencing","ERS1212533 (Assay)","Assay"
"MBSMPL0020-6-24","MBSMPL0020-6-24","sample from organism","dna extraction","ERS1212533 (Extract)","DNA extract"
"MBSMPL0020-6-240","ERS1212638 (Assay)","Assay","data transformation","ERS1212638 (OTU)","data item"
"MBSMPL0020-6-240","ERS1212638 (Extract)","DNA extract","dna sequencing","ERS1212638 (Assay)","Assay"
"MBSMPL0020-6-240","MBSMPL0020-6-240","sample from organism","dna extraction","ERS1212638 (Extract)","DNA extract"
"MBSMPL0020-6-241","ERS1212639 (Assay)","Assay","data transformation","ERS1212639 (OTU)","data item"
"MBSMPL0020-6-241","ERS1212639 (Extract)","DNA extract","dna sequencing","ERS1212639 (Assay)","Assay"
"MBSMPL0020-6-241","MBSMPL0020-6-241","sample from organism","dna extraction","ERS1212639 (Extract)","DNA extract"
"MBSMPL0020-6-242","ERS1212640 (Assay)","Assay","data transformation","ERS1212640 (OTU)","data item"
"MBSMPL0020-6-242","ERS1212640 (Extract)","DNA extract","dna sequencing","ERS1212640 (Assay)","Assay"
"MBSMPL0020-6-242","MBSMPL0020-6-242","sample from organism","dna extraction","ERS1212640 (Extract)","DNA extract"
"MBSMPL0020-6-243","ERS1212641 (Assay)","Assay","data transformation","ERS1212641 (OTU)","data item"
"MBSMPL0020-6-243","ERS1212641 (Extract)","DNA extract","dna sequencing","ERS1212641 (Assay)","Assay"
"MBSMPL0020-6-243","MBSMPL0020-6-243","sample from organism","dna extraction","ERS1212641 (Extract)","DNA extract"
"MBSMPL0020-6-244","ERS1212642 (Assay)","Assay","data transformation","ERS1212642 (OTU)","data item"
"MBSMPL0020-6-244","ERS1212642 (Extract)","DNA extract","dna sequencing","ERS1212642 (Assay)","Assay"
"MBSMPL0020-6-244","MBSMPL0020-6-244","sample from organism","dna extraction","ERS1212642 (Extract)","DNA extract"
"MBSMPL0020-6-245","ERS1212643 (Assay)","Assay","data transformation","ERS1212643 (OTU)","data item"
"MBSMPL0020-6-245","ERS1212643 (Extract)","DNA extract","dna sequencing","ERS1212643 (Assay)","Assay"
"MBSMPL0020-6-245","MBSMPL0020-6-245","sample from organism","dna extraction","ERS1212643 (Extract)","DNA extract"
"MBSMPL0020-6-246","ERS1212644 (Assay)","Assay","data transformation","ERS1212644 (OTU)","data item"
"MBSMPL0020-6-246","ERS1212644 (Extract)","DNA extract","dna sequencing","ERS1212644 (Assay)","Assay"
"MBSMPL0020-6-246","MBSMPL0020-6-246","sample from organism","dna extraction","ERS1212644 (Extract)","DNA extract"
"MBSMPL0020-6-247","ERS1212645 (Assay)","Assay","data transformation","ERS1212645 (OTU)","data item"
"MBSMPL0020-6-247","ERS1212645 (Extract)","DNA extract","dna sequencing","ERS1212645 (Assay)","Assay"
"MBSMPL0020-6-247","MBSMPL0020-6-247","sample from organism","dna extraction","ERS1212645 (Extract)","DNA extract"
"MBSMPL0020-6-248","ERS1212646 (Assay)","Assay","data transformation","ERS1212646 (OTU)","data item"
"MBSMPL0020-6-248","ERS1212646 (Extract)","DNA extract","dna sequencing","ERS1212646 (Assay)","Assay"
"MBSMPL0020-6-248","MBSMPL0020-6-248","sample from organism","dna extraction","ERS1212646 (Extract)","DNA extract"
"MBSMPL0020-6-249","ERS1212647 (Assay)","Assay","data transformation","ERS1212647 (OTU)","data item"
"MBSMPL0020-6-249","ERS1212647 (Extract)","DNA extract","dna sequencing","ERS1212647 (Assay)","Assay"
"MBSMPL0020-6-249","MBSMPL0020-6-249","sample from organism","dna extraction","ERS1212647 (Extract)","DNA extract"
"MBSMPL0020-6-25","ERS1212534 (Assay)","Assay","data transformation","ERS1212534 (OTU)","data item"
"MBSMPL0020-6-25","ERS1212534 (Extract)","DNA extract","dna sequencing","ERS1212534 (Assay)","Assay"
"MBSMPL0020-6-25","MBSMPL0020-6-25","sample from organism","dna extraction","ERS1212534 (Extract)","DNA extract"
"MBSMPL0020-6-250","ERS1216185 (Assay)","Assay","data transformation","ERS1216185 (OTU)","data item"
"MBSMPL0020-6-250","ERS1216185 (Extract)","DNA extract","dna sequencing","ERS1216185 (Assay)","Assay"
"MBSMPL0020-6-250","MBSMPL0020-6-250","sample from organism","dna extraction","ERS1216185 (Extract)","DNA extract"
"MBSMPL0020-6-251","ERS1216186 (Assay)","Assay","data transformation","ERS1216186 (OTU)","data item"
"MBSMPL0020-6-251","ERS1216186 (Extract)","DNA extract","dna sequencing","ERS1216186 (Assay)","Assay"
"MBSMPL0020-6-251","MBSMPL0020-6-251","sample from organism","dna extraction","ERS1216186 (Extract)","DNA extract"
"MBSMPL0020-6-252","ERS1216187 (Assay)","Assay","data transformation","ERS1216187 (OTU)","data item"
"MBSMPL0020-6-252","ERS1216187 (Extract)","DNA extract","dna sequencing","ERS1216187 (Assay)","Assay"
"MBSMPL0020-6-252","MBSMPL0020-6-252","sample from organism","dna extraction","ERS1216187 (Extract)","DNA extract"
"MBSMPL0020-6-253","ERS1216188 (Assay)","Assay","data transformation","ERS1216188 (OTU)","data item"
"MBSMPL0020-6-253","ERS1216188 (Extract)","DNA extract","dna sequencing","ERS1216188 (Assay)","Assay"
"MBSMPL0020-6-253","MBSMPL0020-6-253","sample from organism","dna extraction","ERS1216188 (Extract)","DNA extract"
"MBSMPL0020-6-254","ERS1215630 (Assay)","Assay","data transformation","ERS1215630 (OTU)","data item"
"MBSMPL0020-6-254","ERS1215630 (Extract)","DNA extract","dna sequencing","ERS1215630 (Assay)","Assay"
"MBSMPL0020-6-254","MBSMPL0020-6-254","sample from organism","dna extraction","ERS1215630 (Extract)","DNA extract"
"MBSMPL0020-6-255","ERS1215855 (Assay)","Assay","data transformation","ERS1215855 (OTU)","data item"
"MBSMPL0020-6-255","ERS1215855 (Extract)","DNA extract","dna sequencing","ERS1215855 (Assay)","Assay"
"MBSMPL0020-6-255","MBSMPL0020-6-255","sample from organism","dna extraction","ERS1215855 (Extract)","DNA extract"
"MBSMPL0020-6-256","ERS1215856 (Assay)","Assay","data transformation","ERS1215856 (OTU)","data item"
"MBSMPL0020-6-256","ERS1215856 (Extract)","DNA extract","dna sequencing","ERS1215856 (Assay)","Assay"
"MBSMPL0020-6-256","MBSMPL0020-6-256","sample from organism","dna extraction","ERS1215856 (Extract)","DNA extract"
"MBSMPL0020-6-257","ERS1215631 (Assay)","Assay","data transformation","ERS1215631 (OTU)","data item"
"MBSMPL0020-6-257","ERS1215631 (Extract)","DNA extract","dna sequencing","ERS1215631 (Assay)","Assay"
"MBSMPL0020-6-257","MBSMPL0020-6-257","sample from organism","dna extraction","ERS1215631 (Extract)","DNA extract"
"MBSMPL0020-6-258","ERS1215857 (Assay)","Assay","data transformation","ERS1215857 (OTU)","data item"
"MBSMPL0020-6-258","ERS1215857 (Extract)","DNA extract","dna sequencing","ERS1215857 (Assay)","Assay"
"MBSMPL0020-6-258","MBSMPL0020-6-258","sample from organism","dna extraction","ERS1215857 (Extract)","DNA extract"
"MBSMPL0020-6-259","ERS1215858 (Assay)","Assay","data transformation","ERS1215858 (OTU)","data item"
"MBSMPL0020-6-259","ERS1215858 (Extract)","DNA extract","dna sequencing","ERS1215858 (Assay)","Assay"
"MBSMPL0020-6-259","MBSMPL0020-6-259","sample from organism","dna extraction","ERS1215858 (Extract)","DNA extract"
"MBSMPL0020-6-26","ERS1212535 (Assay)","Assay","data transformation","ERS1212535 (OTU)","data item"
"MBSMPL0020-6-26","ERS1212535 (Extract)","DNA extract","dna sequencing","ERS1212535 (Assay)","Assay"
"MBSMPL0020-6-26","MBSMPL0020-6-26","sample from organism","dna extraction","ERS1212535 (Extract)","DNA extract"
"MBSMPL0020-6-260","ERS1215859 (Assay)","Assay","data transformation","ERS1215859 (OTU)","data item"
"MBSMPL0020-6-260","ERS1215859 (Extract)","DNA extract","dna sequencing","ERS1215859 (Assay)","Assay"
"MBSMPL0020-6-260","MBSMPL0020-6-260","sample from organism","dna extraction","ERS1215859 (Extract)","DNA extract"
"MBSMPL0020-6-261","ERS1215860 (Assay)","Assay","data transformation","ERS1215860 (OTU)","data item"
"MBSMPL0020-6-261","ERS1215860 (Extract)","DNA extract","dna sequencing","ERS1215860 (Assay)","Assay"
